diffLevel,diffMinionsKilled,diffJungleMinionsKilled,diffKillScore,diffAssistScore,diffWardCreateScore,diffWardKillScore,diffInhibitorBreakScore,diffTowerBreakScore,fistDragon,firstRiftherald
7,108,8,9,9,-2,2,0,0,winTeam,winTeam
