matchId,Diff-A,Diff-K,Diff_CS,Diff_FirstBLOOD,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_Inhibitor,Diff_LV,Diff_WARDkill,Diff_WARDplaced,Diff_jglCS,dragonType,result
KR_6743028463,16,11,8,1,1,1,1,0,2,-2,3,8,4,1
KR_6739893530,-12,-8,-20,-1,1,-1,-1,0,-2,6,-12,-18,3,1
KR_6737561000,-2,4,71,1,-1,1,1,0,2,2,3,-4,2,1
KR_6742317538,2,5,-7,-1,-1,1,1,0,3,0,1,12,4,1
KR_6744797352,25,15,0,1,1,-1,-1,0,3,6,16,-5,4,1
KR_6743244669,17,9,93,1,1,-1,1,0,6,-6,53,42,3,1
KR_6740484567,19,12,15,1,0,1,0,0,3,11,-30,-45,0,1
KR_6724898952,-11,-4,-77,-1,1,-1,-1,0,-4,-4,0,20,4,1
KR_6747072972,13,10,-49,-1,1,1,1,0,3,0,-1,4,2,1
KR_6747997410,-4,-1,4,1,0,0,1,0,1,0,5,0,0,1
KR_6749598716,-6,-4,-8,-1,1,-1,-1,0,1,5,-12,1,2,1
KR_6749389753,12,4,33,1,0,0,1,0,2,0,62,0,0,1
KR_6747164860,-13,-7,-62,-1,-1,-1,-1,0,-4,5,-8,-2,5,1
KR_6737547364,-8,-4,-16,-1,1,-1,-1,0,-1,-2,7,19,4,1
KR_6743133725,4,2,-12,-1,1,1,-1,0,-2,-3,5,-15,4,1
KR_6723169144,-3,-1,10,-1,-1,1,1,0,0,8,0,2,4,1
KR_6734821135,33,9,-6,1,0,0,-1,1,6,0,0,0,0,1
KR_6747225447,-1,-5,-35,-1,1,-1,-1,0,0,-9,45,52,5,1
KR_6744217169,10,11,74,1,-1,1,1,0,6,2,-3,77,2,1
KR_6744302020,3,2,10,1,1,-1,-1,0,1,-3,-1,-16,6,1
KR_6737128187,-3,6,-11,1,-1,1,1,0,-2,3,-9,-24,3,1
KR_6744747674,-1,-1,-18,-1,1,1,1,0,-1,3,1,8,1,1
KR_6748309843,17,6,37,1,1,-1,1,0,5,2,-2,17,6,1
KR_6750059253,-5,-3,-21,-1,-1,-1,-1,0,0,-5,15,9,5,1
KR_6733407980,10,8,27,-1,-1,1,1,0,2,4,6,11,2,1
KR_6746053316,25,19,117,1,0,1,1,0,11,8,21,37,0,1
KR_6733005588,-4,-7,28,-1,1,1,1,0,-1,1,-29,-8,4,1
KR_6735721098,2,5,-18,1,1,1,1,0,3,3,-7,28,2,1
KR_6740777307,-1,5,54,1,1,1,0,0,1,9,3,-11,4,1
KR_6750046712,3,6,6,-1,-1,1,1,0,2,3,20,21,2,1
KR_6751425523,19,3,10,-1,0,0,1,0,1,0,128,0,0,1
KR_6750180853,-12,-8,23,-1,1,1,1,0,-3,-2,101,-32,5,1
KR_6750070617,13,8,3,1,1,1,1,0,3,-8,14,28,2,1
KR_6748993556,10,8,31,1,-1,1,1,0,4,-2,47,14,3,1
KR_6749393139,-8,-6,48,-1,1,0,0,0,0,0,2,-10,5,1
KR_6716080719,12,4,7,1,-1,1,1,0,3,4,-10,11,5,1
KR_6746254267,2,-6,-43,-1,-1,-1,1,0,0,-1,44,-21,2,1
KR_6749464370,1,-1,32,-1,0,-1,1,0,0,-3,7,-3,0,1
KR_6742340991,16,13,63,1,1,-1,1,0,9,-4,30,41,4,1
KR_6749575537,1,1,23,-1,-1,-1,-1,0,2,-1,30,0,4,1
KR_6746526411,-2,1,11,1,1,-1,-1,0,0,3,-41,9,4,1
KR_6744930026,-4,-2,-26,1,-1,1,1,0,0,-4,11,-8,3,1
KR_6744159990,-20,-8,-20,1,1,1,1,0,-1,-3,-5,37,1,1
KR_6740709886,-7,-3,54,-1,-1,-1,-1,0,2,7,-11,14,5,1
KR_6748209140,12,8,87,1,1,1,1,0,3,1,-35,4,5,1
KR_6742994721,3,4,26,-1,-1,1,0,0,1,1,0,-20,3,1
KR_6721973666,2,6,29,1,1,1,1,0,5,-3,34,68,1,1
KR_6748813716,25,14,8,-1,1,-1,-1,0,4,-3,1,22,4,1
KR_6749474158,5,-3,21,-1,0,0,1,0,-1,-3,30,0,0,1
KR_6748061504,28,15,32,1,0,0,1,1,4,-3,79,0,0,1
KR_6751091573,17,13,-86,1,-1,-1,-1,0,0,6,-36,-13,4,1
KR_6746504009,6,8,-43,1,1,1,0,0,-1,0,30,36,1,1
KR_6737289112,10,6,122,1,1,-1,1,0,4,1,-234,17,5,1
KR_6736788458,16,9,32,-1,1,-1,1,0,5,3,14,-23,2,1
KR_6748341520,11,9,-43,1,1,1,1,0,0,0,7,22,2,1
KR_6748529362,2,0,24,1,-1,1,1,0,0,-1,-3,-32,6,1
KR_6744293493,5,-2,11,-1,1,-1,-1,0,2,2,-2,0,2,1
KR_6751343928,-43,-15,-5,-1,0,0,1,1,-4,0,0,0,0,1
KR_6751435199,-5,-2,-13,1,-1,1,1,0,1,4,-2,12,6,1
KR_6744026754,-9,-8,-32,-1,-1,1,-1,0,-1,4,-28,28,3,1
KR_6744558512,3,-1,-22,-1,1,-1,-1,0,2,2,12,46,3,1
KR_6744033747,1,5,19,1,1,1,1,0,0,4,30,-12,3,1
KR_6748348986,6,4,36,1,1,1,1,0,-1,-2,-30,-15,6,1
KR_6737073027,4,6,0,1,1,1,-1,0,5,6,6,32,5,1
KR_6736632638,-2,1,65,-1,1,-1,-1,0,3,5,17,24,5,1
KR_6743877820,4,-2,57,-1,1,1,0,0,3,10,-7,-16,1,1
KR_6750593152,-3,0,-12,1,-1,1,1,0,3,0,-2,7,3,1
KR_6746004129,8,5,-13,1,0,0,-1,0,-1,0,0,0,0,1
KR_6750751075,4,4,40,-1,-1,1,1,0,2,-3,2,11,6,1
KR_6748288926,-1,0,29,-1,1,-1,-1,0,-1,4,-3,-25,1,1
KR_6747276825,11,9,48,1,1,-1,1,0,2,-1,-12,5,1,1
KR_6745841530,17,5,24,1,-1,-1,-1,0,3,6,-10,-20,1,1
KR_6748642394,-4,-2,-6,1,-1,1,1,0,-2,1,-6,19,6,1
KR_6745937607,20,9,31,1,1,-1,0,0,4,4,22,25,5,1
KR_6719768925,-2,-1,-20,1,1,1,0,0,3,-5,1,27,3,1
KR_6749219555,4,2,0,-1,-1,1,0,0,-1,-5,3,-36,1,1
KR_6720411617,11,11,26,1,-1,1,1,0,3,-21,49,26,5,1
KR_6751478562,12,8,-14,-1,1,1,1,0,3,-2,-1,-25,5,1
KR_6747850094,1,-1,-63,-1,1,-1,-1,0,-1,-3,-6,25,2,1
KR_6747387456,12,10,69,1,1,-1,1,0,5,3,-2,7,1,1
KR_6747485925,-5,-2,17,1,1,-1,1,0,1,3,-6,16,2,1
KR_6746645978,-50,-11,-13,1,0,0,-1,0,-2,0,-54,0,0,1
KR_6742572720,-61,-7,27,-1,0,0,1,1,0,1,-29,0,0,1
KR_6751601523,11,12,43,1,1,1,1,0,6,0,-2,55,6,1
KR_6741418276,24,11,28,-1,1,-1,1,0,5,3,8,16,3,1
KR_6749934521,5,4,26,-1,1,1,1,0,2,1,6,18,4,1
KR_6748866250,-8,-3,-6,-1,-1,1,-1,0,0,-14,6,13,2,1
KR_6744581441,30,21,50,1,-1,1,1,0,7,-1,12,-5,2,1
KR_6747446819,6,4,36,1,1,-1,-1,0,1,5,-7,39,6,1
KR_6742582657,11,12,168,1,1,1,1,1,8,6,1,36,1,1
KR_6746626056,31,2,36,-1,0,0,-1,0,3,13,-54,0,0,1
KR_6716843261,16,5,-93,-1,1,1,-1,0,-1,0,19,-14,6,1
KR_6751610975,11,6,27,1,1,1,-1,0,3,2,11,40,3,1
KR_6748024245,6,8,23,1,1,-1,-1,0,-1,-3,40,-4,4,1
KR_6749642634,-18,-10,41,-1,-1,-1,-1,0,-3,-1,-6,-8,3,1
KR_6734765989,1,3,-13,1,1,1,1,0,-3,1,-3,5,6,1
KR_6742917421,-38,-18,-13,-1,0,0,1,0,-3,0,56,0,0,1
KR_6744278133,-4,0,47,1,1,1,1,0,2,2,4,7,4,1
KR_6751548891,-1,0,1,-1,1,-1,-1,0,3,-2,-14,22,4,1
KR_6734342005,5,2,15,-1,1,-1,1,0,4,0,9,34,6,1
KR_6714548819,-3,4,80,1,1,1,1,0,4,11,-6,12,5,1
KR_6738317760,18,17,111,1,1,1,1,0,7,4,-24,27,6,1
KR_6709123178,7,2,-2,-1,1,-1,-1,0,0,-3,2,3,2,1
KR_6749942248,-7,-2,21,1,-1,1,1,0,1,1,-46,-20,4,1
KR_6749550550,1,3,-13,1,0,0,1,1,3,0,0,0,0,1
KR_6722038452,-8,-2,4,1,-1,-1,-1,0,-1,19,-11,6,3,1
KR_6751093685,14,12,18,1,1,1,1,0,4,3,-1,-3,2,1
KR_6744212879,13,6,30,1,1,-1,1,0,3,-6,18,-21,6,1
KR_6740236497,3,8,21,-1,-1,1,1,0,4,1,12,-5,6,1
KR_6746476480,3,1,-59,1,-1,-1,-1,0,1,-7,1,0,3,1
KR_6743864336,11,6,62,1,1,-1,1,0,1,-3,-19,-39,4,1
KR_6747842010,3,6,72,-1,-1,1,1,0,4,5,8,22,6,1
KR_6738681701,16,16,69,1,1,1,1,0,4,3,-3,12,2,1
KR_6747883109,5,0,-35,1,-1,1,1,0,-1,4,-3,6,5,1
KR_6745648333,24,17,30,-1,1,-1,1,0,4,1,36,20,6,1
KR_6743417981,0,0,-22,-1,0,-1,-1,0,0,0,-16,18,0,1
KR_6748599317,5,8,-5,1,1,0,1,0,3,-1,-3,-40,3,1
KR_6749601823,-2,1,4,1,1,1,0,0,0,-2,34,-12,1,1
KR_6748059419,10,6,15,-1,1,-1,0,0,4,0,73,10,5,1
KR_6745988716,2,3,28,1,-1,1,1,0,1,-2,22,-24,3,1
KR_6747649995,-11,-1,15,-1,0,0,-1,0,2,0,0,0,0,1
KR_6741520384,3,-2,27,1,1,1,1,0,-3,-4,1,-17,3,1
KR_6749535571,-4,2,24,1,0,1,1,0,0,1,-12,22,0,1
KR_6749183300,-11,-6,8,-1,1,-1,-1,0,1,-4,-6,16,6,1
KR_6750448786,-5,-10,-44,-1,1,-1,1,0,-5,-1,0,-23,1,1
KR_6745370983,12,10,41,-1,1,1,1,0,2,6,-24,40,1,1
KR_6716616810,5,4,-4,-1,1,1,1,0,1,0,4,1,4,1
KR_6744206981,3,5,-10,-1,1,-1,1,0,2,1,-19,20,5,1
KR_6738925600,-2,1,82,-1,-1,1,1,0,0,1,10,7,5,1
KR_6726153353,-8,-6,13,-1,-1,1,0,0,0,3,5,28,5,1
KR_6731408348,-5,3,90,1,1,1,1,0,4,6,-4,41,2,1
KR_6747891860,28,14,36,-1,1,1,1,0,1,1,39,-11,3,1
KR_6745053514,11,0,27,1,0,0,1,0,3,9,-63,0,0,1
KR_6750176521,5,-1,30,-1,1,1,1,0,0,-2,1,26,6,1
KR_6740548408,4,2,35,-1,-1,1,1,0,2,2,-43,-13,4,1
KR_6751379149,-46,-7,-17,-1,0,0,1,0,1,0,198,0,0,1
KR_6751599034,18,9,-18,1,1,1,1,0,4,4,-3,4,5,1
KR_6750600818,18,9,6,1,-1,1,1,0,3,-1,5,-12,1,1
KR_6746008775,19,3,-9,1,1,1,1,0,2,-1,0,-7,6,1
KR_6748257146,-17,-6,35,-1,1,-1,-1,0,1,1,-43,19,5,1
KR_6742003583,4,-1,29,1,-1,-1,0,0,-1,-1,-45,-35,3,1
KR_6747130558,16,15,22,1,1,1,1,0,5,-4,14,-9,6,1
KR_6739100841,8,8,13,1,1,1,0,0,1,-4,17,-9,4,1
KR_6752164415,48,12,21,-1,0,0,1,1,3,-3,23,0,0,1
KR_6735864726,10,5,48,-1,1,1,1,0,4,9,-32,24,3,1
KR_6752114881,13,15,77,1,1,1,1,0,4,-2,-12,11,2,1
KR_6740496966,-6,-3,13,-1,-1,-1,1,0,2,-5,-43,13,2,1
KR_6741994468,-1,8,83,1,0,1,1,0,4,0,-13,9,0,1
KR_6741040095,-12,3,94,-1,-1,1,1,0,3,-3,-58,13,4,1
KR_6735695574,6,1,53,-1,1,-1,1,0,3,0,-1,-12,1,1
KR_6748286574,10,-1,-21,-1,-1,-1,-1,0,1,-16,-2,-9,1,1
KR_6736558154,10,9,4,1,0,0,-1,0,6,0,32,0,0,1
KR_6750866712,11,11,96,1,0,1,1,0,7,9,5,20,0,1
KR_6746776369,26,8,12,-1,1,1,1,0,3,5,-16,22,1,1
KR_6735730218,3,4,19,1,-1,1,1,0,1,-2,-4,-15,1,1
KR_6751653590,-12,-2,21,-1,0,0,1,1,2,0,0,0,0,1
KR_6747714005,22,14,30,1,1,1,1,0,5,0,-9,42,2,1
KR_6748068151,-10,-7,45,-1,-1,-1,-1,0,-3,2,4,-5,1,1
KR_6747217746,2,-5,-4,-1,0,0,-1,0,-2,0,0,0,0,1
KR_6747570764,9,4,54,1,-1,1,-1,0,1,3,3,-4,2,1
KR_6750380020,-7,-3,-6,1,1,-1,-1,0,0,-5,7,-26,5,1
KR_6752010781,3,9,-12,1,1,1,1,0,0,2,1,9,2,1
KR_6742410725,9,9,56,-1,1,1,1,0,6,-1,-14,5,6,1
KR_6747841159,7,8,14,-1,1,1,1,0,5,-3,14,24,3,1
KR_6746287128,0,3,-27,1,-1,1,0,0,-1,3,31,16,2,1
KR_6747898131,10,8,-40,-1,1,1,1,0,3,-4,30,29,5,1
KR_6736102734,8,8,18,1,1,1,1,0,6,6,2,48,1,1
KR_6747954977,9,7,41,1,-1,1,1,0,3,-6,30,5,3,1
KR_6745197079,6,9,66,1,1,1,1,0,5,-3,5,44,3,1
KR_6749487682,17,15,158,1,0,1,1,0,9,1,14,4,0,1
KR_6748722253,21,15,154,-1,1,1,1,2,6,4,3,-1,1,1
KR_6741059629,16,11,49,1,1,-1,1,0,4,3,35,29,4,1
KR_6747854444,-7,1,-13,-1,1,1,1,0,0,-9,16,8,2,1
KR_6742594916,-1,0,-16,1,-1,1,-1,0,1,0,-23,-7,6,1
KR_6722005697,-4,-3,-46,1,1,1,-1,0,-1,3,-5,20,1,1
KR_6742283526,21,16,78,1,1,1,1,0,5,12,-5,22,3,1
KR_6748028002,11,5,51,1,-1,1,1,0,3,-2,-2,9,4,1
KR_6746628177,1,1,-29,-1,1,-1,1,0,0,-1,2,5,1,1
KR_6749636125,2,2,-3,1,1,1,1,0,1,1,-4,-29,4,1
KR_6723988243,10,7,24,1,1,1,1,0,4,3,3,8,2,1
KR_6742460395,9,8,66,1,1,1,1,0,3,-7,15,4,6,1
KR_6750514231,-11,-9,22,-1,-1,1,1,0,-2,-6,29,1,6,1
KR_6742474403,18,9,10,1,-1,1,1,0,4,3,-13,27,1,1
KR_6745275207,10,4,20,1,1,1,1,0,4,2,20,4,2,1
KR_6726404384,-4,-2,18,1,1,-1,-1,0,0,-17,-3,-15,5,1
KR_6744318331,-3,9,10,1,1,1,1,0,0,-4,7,23,3,1
KR_6710532999,8,9,51,1,1,1,1,0,4,2,-6,6,5,1
KR_6743194079,5,3,72,-1,1,-1,1,0,2,-6,-3,4,4,1
KR_6745499230,21,18,39,1,1,1,1,0,3,-4,9,21,5,1
KR_6751047714,-4,-3,-12,-1,-1,1,-1,0,0,3,-8,-16,3,1
KR_6744081150,-7,-1,21,1,1,-1,1,0,1,9,-14,25,4,1
KR_6747798597,4,5,50,-1,-1,1,1,0,2,7,-5,-11,1,1
KR_6744824973,11,5,6,-1,1,-1,1,0,1,-1,10,-10,1,1
KR_6751258177,26,21,55,1,1,1,1,0,8,-1,57,47,2,1
KR_6736208472,-8,1,37,1,1,-1,-1,0,1,6,7,-8,3,1
KR_6738852676,74,22,35,-1,0,0,-1,1,7,0,0,0,0,1
KR_6727845541,26,19,75,1,-1,1,1,0,4,10,1,-24,1,1
KR_6748069668,7,13,-26,1,1,1,1,0,1,-5,5,1,5,1
KR_6748293706,4,3,19,-1,-1,1,1,0,4,-2,33,7,5,1
KR_6741506459,-15,-9,-9,1,0,1,-1,0,-4,-1,-38,34,0,1
KR_6721303333,8,5,10,1,1,-1,1,0,2,-4,4,32,4,1
KR_6748070359,36,15,11,1,0,0,1,0,2,-13,54,0,0,1
KR_6744237884,1,2,4,-1,-1,-1,0,0,1,4,-1,31,3,1
KR_6746114084,18,4,-4,1,0,0,-1,1,0,0,-6,0,0,1
KR_6743670340,5,3,-39,-1,1,-1,0,0,1,-4,-7,-9,4,1
KR_6744535790,-7,-4,22,1,-1,1,1,0,-2,0,37,-2,6,1
KR_6744505515,-5,-1,30,1,-1,-1,1,0,0,5,-19,17,6,1
KR_6746329243,-2,-1,-20,1,-1,1,1,0,-1,-3,6,-8,2,1
KR_6749914691,-31,1,-51,1,0,0,-1,1,1,0,0,0,0,1
KR_6736616109,12,10,59,1,1,-1,1,0,3,1,4,0,6,1
KR_6740061767,12,6,-8,-1,1,-1,1,0,4,1,-7,-6,2,1
KR_6746753552,-13,-3,12,1,-1,-1,1,0,0,-5,-5,4,6,1
KR_6750201502,3,4,42,1,1,1,1,0,4,3,34,21,4,1
KR_6739290240,12,10,2,1,1,1,1,0,0,-5,8,-16,6,1
KR_6747563952,4,8,37,-1,0,1,1,0,3,-3,-10,14,0,1
KR_6725112741,-9,-2,69,-1,1,1,1,0,1,4,2,-4,4,1
KR_6750862894,-1,1,84,-1,1,1,1,0,5,10,-44,44,6,1
KR_6708464378,10,3,29,-1,1,1,1,0,4,6,1,23,3,1
KR_6741268081,16,11,38,-1,1,1,1,0,5,1,-28,12,5,1
KR_6744639280,-4,-2,51,1,1,1,1,0,-1,3,3,-28,4,1
KR_6748736741,7,-1,26,1,1,-1,1,0,2,6,-32,6,5,1
KR_6725074670,5,1,-37,1,-1,1,1,0,0,-3,12,18,2,1
KR_6747078672,1,4,8,-1,1,-1,-1,0,0,4,-35,-24,3,1
KR_6744130445,14,2,-86,1,1,1,1,0,-2,1,0,15,6,1
KR_6744531118,6,-3,-40,1,1,1,-1,0,-3,3,-1,-17,2,1
KR_6745923540,16,6,71,1,1,-1,-1,0,5,-1,4,8,2,1
KR_6745397652,12,5,-9,-1,1,1,0,0,2,2,2,24,5,1
KR_6749953413,-1,2,46,1,1,-1,0,0,5,-9,11,15,3,1
KR_6749236375,22,21,84,1,1,1,1,0,7,8,10,21,2,1
KR_6748975087,18,2,-18,1,0,0,-1,-1,-3,0,-193,0,0,1
KR_6748807120,-4,-2,-18,-1,1,-1,-1,0,2,1,9,6,3,1
KR_6750716912,-2,1,94,-1,1,-1,-1,0,3,0,23,3,4,1
KR_6732583315,1,6,-8,-1,-1,-1,-1,0,2,-2,3,-8,1,1
KR_6720654997,-2,3,10,1,-1,1,1,0,0,3,7,-15,1,1
KR_6748835579,1,3,2,1,0,1,1,0,1,-3,-18,0,0,1
KR_6749198796,23,11,61,1,1,1,1,0,2,-6,140,-2,6,1
KR_6739141180,-11,-6,-20,1,1,1,-1,0,-2,5,13,-4,2,1
KR_6743790423,-12,-12,-49,-1,1,-1,1,0,-6,-12,6,-17,4,1
KR_6740011160,4,0,0,1,-1,1,-1,0,-1,8,-2,-13,5,1
KR_6750034799,7,19,106,1,1,1,1,0,9,6,-37,55,2,1
KR_6732819206,-6,-5,3,-1,0,0,-1,-1,-2,13,-65,0,0,1
KR_6746676822,23,19,50,1,1,1,1,0,7,0,31,16,2,1
KR_6737735022,-1,-2,-9,1,-1,1,-1,0,-2,-1,-10,20,3,1
KR_6747356811,4,-2,11,-1,1,-1,0,0,1,2,-3,11,4,1
KR_6749909934,13,5,-32,1,1,-1,-1,0,0,-2,15,17,6,1
KR_6745792971,-3,-1,19,1,-1,-1,0,0,-1,0,-3,-35,5,1
KR_6746645596,15,10,24,-1,1,1,1,0,5,3,-2,0,4,1
KR_6748133873,30,2,-27,-1,0,0,1,0,3,0,0,0,0,1
KR_6744971135,9,4,16,1,1,-1,-1,0,2,5,-1,-10,5,1
KR_6748089839,-13,-4,-1,-1,0,0,1,1,1,-2,39,0,0,1
KR_6718883943,5,10,90,-1,1,1,1,0,8,-1,-4,24,4,1
KR_6708549001,-16,-9,-65,-1,-1,0,-1,0,-3,1,-3,-12,3,1
KR_6751697275,8,0,19,1,-1,-1,0,0,2,7,-13,-10,5,1
KR_6745551410,9,7,42,-1,1,-1,1,0,2,-2,8,-3,6,1
KR_6735778928,11,4,-22,-1,1,1,1,0,2,-1,8,23,4,1
KR_6748306443,0,9,68,1,0,1,1,0,6,8,0,13,0,1
KR_6745564892,-3,1,4,1,1,1,1,0,-3,-1,-38,3,3,1
KR_6740429342,31,24,79,1,1,1,1,0,9,4,44,9,2,1
KR_6745779201,4,-3,-16,-1,-1,1,1,0,-2,7,-26,39,5,1
KR_6750332221,3,3,70,-1,-1,1,1,0,1,1,38,16,4,1
KR_6747991593,-10,-3,25,1,-1,1,1,0,1,-1,4,-1,6,1
KR_6746875693,70,23,-4,1,0,0,1,0,8,0,-22,0,0,1
KR_6744805065,6,2,20,-1,1,1,1,0,1,1,-8,1,4,1
KR_6750269297,2,8,3,1,0,1,1,0,2,-8,8,16,0,1
KR_6741798013,-6,6,15,-1,-1,-1,1,0,1,1,-37,-16,5,1
KR_6749832912,8,2,-30,-1,1,1,-1,0,-1,4,-5,4,1,1
KR_6751401273,10,6,25,-1,1,-1,1,0,3,0,3,5,1,1
KR_6746645319,22,18,74,1,1,1,1,0,8,3,36,-7,2,1
KR_6748214201,-36,-13,-17,-1,0,0,-1,-1,-2,0,159,0,0,1
KR_6749495660,10,4,28,1,-1,1,1,0,1,4,10,12,1,1
KR_6746508103,18,9,38,1,1,-1,-1,0,3,-7,11,16,3,1
KR_6745784363,9,9,64,-1,-1,1,1,0,3,-7,-30,-9,4,1
KR_6745462143,1,0,-10,-1,-1,-1,1,0,2,3,-48,28,1,1
KR_6744134723,-1,0,20,1,1,-1,0,0,1,3,-1,-27,3,1
KR_6743271251,11,8,7,-1,1,-1,1,0,7,4,-27,11,2,1
KR_6734815438,3,3,3,1,1,-1,-1,0,0,-4,29,-27,5,1
KR_6750180091,14,15,-5,1,-1,1,1,0,5,1,-3,12,3,1
KR_6745413987,12,10,58,1,1,1,1,0,4,0,11,-11,2,1
KR_6748442467,75,21,-19,1,0,0,1,0,4,-12,33,0,0,1
KR_6744461452,12,11,80,-1,-1,1,1,0,5,-4,14,-5,1,1
KR_6740568307,7,10,75,-1,-1,1,1,0,4,2,6,19,2,1
KR_6749413693,-3,8,53,-1,1,1,1,0,4,0,3,-4,2,1
KR_6747431990,19,25,7,1,1,1,1,0,4,0,4,35,1,1
KR_6747319465,-8,-3,-7,-1,-1,-1,-1,0,-3,2,-11,-15,5,1
KR_6749311897,6,9,59,-1,1,1,1,0,5,4,40,41,2,1
KR_6734397956,3,2,2,1,-1,1,0,0,0,-4,3,1,1,1
KR_6744316214,7,4,-21,-1,1,1,0,0,-2,3,9,-22,6,1
KR_6749466849,1,-3,-17,-1,-1,-1,0,0,-2,9,-11,8,4,1
KR_6735231464,50,7,-31,1,0,0,-1,0,4,0,0,0,0,1
KR_6733592857,29,24,115,1,1,1,1,0,9,2,8,49,5,1
KR_6745232538,16,11,2,1,1,1,1,0,2,0,8,2,5,1
KR_6737585261,17,11,40,1,1,1,1,0,5,22,-41,25,2,1
KR_6719835762,8,4,51,1,1,-1,0,0,3,-2,51,7,6,1
KR_6716795348,13,6,22,-1,1,-1,1,0,1,5,10,-8,5,1
KR_6748739213,7,5,14,1,1,1,1,0,4,0,0,13,4,1
KR_6744648379,10,3,0,1,1,-1,1,0,1,-5,34,-1,6,1
KR_6713662283,0,4,34,1,-1,-1,1,0,1,6,-3,-2,4,1
KR_6744069552,-6,-1,-10,1,1,-1,-1,0,0,-3,-5,-16,3,1
KR_6744203352,-5,2,36,1,1,1,1,0,3,3,18,35,5,1
KR_6743315126,5,9,35,1,-1,1,1,0,4,2,45,12,2,1
KR_6744613562,12,13,76,1,1,-1,1,0,6,1,7,27,2,1
KR_6728815472,9,2,-4,1,1,1,-1,0,0,9,-93,20,5,1
KR_6749440936,3,1,3,1,1,-1,0,0,-1,-8,4,-4,1,1
KR_6751970777,3,5,-37,-1,0,1,1,0,1,-2,0,44,0,1
KR_6742304717,-8,2,5,-1,-1,1,1,0,-1,1,-33,-14,4,1
KR_6745363033,12,3,-1,1,-1,1,1,0,-1,3,-12,1,3,1
KR_6739344426,4,5,58,1,-1,1,1,0,1,12,37,15,5,1
KR_6751035586,13,9,4,1,1,1,1,0,3,3,-1,24,4,1
KR_6724428872,17,9,84,1,1,-1,1,0,6,2,1,8,2,1
KR_6744580463,9,3,-8,-1,-1,1,1,0,-1,-2,46,-36,3,1
KR_6748367863,5,6,41,1,-1,1,1,0,2,4,-7,6,6,1
KR_6745024071,10,7,66,1,1,1,1,0,1,0,1,7,5,1
KR_6748336122,-1,-4,-1,1,1,-1,0,0,-2,2,0,-19,2,1
KR_6745841512,-8,2,26,1,-1,1,1,0,0,-7,3,-18,5,1
KR_6742446056,-15,-6,-13,-1,-1,1,-1,0,-5,1,3,12,1,1
KR_6745795231,4,-2,-23,-1,-1,1,-1,0,-2,-8,6,-4,4,1
KR_6751570974,77,22,6,1,0,0,1,2,7,0,-23,0,0,1
KR_6743929648,14,6,-67,1,1,1,-1,0,-3,0,0,-4,4,1
KR_6745746610,-1,1,-33,-1,1,1,1,0,1,2,-41,-21,6,1
KR_6742122469,-2,9,121,1,-1,1,1,0,5,0,-5,17,1,1
KR_6747057269,21,11,59,-1,-1,1,1,0,4,-1,9,2,2,1
KR_6724135619,10,8,1,-1,1,-1,-1,0,0,-2,14,-12,6,1
KR_6750368563,9,16,107,1,-1,-1,-1,0,5,3,1,5,5,1
KR_6750513750,15,10,55,1,0,1,1,0,2,4,-2,-3,0,1
KR_6732862078,47,8,30,1,0,0,1,1,2,4,-20,0,0,1
KR_6750485588,-8,0,15,1,-1,1,0,0,1,3,-24,22,5,1
KR_6750198614,14,17,21,-1,1,1,1,0,5,0,-10,0,4,1
KR_6747193206,-5,-2,-83,-1,1,1,-1,0,-3,4,-8,-14,3,1
KR_6746109152,5,8,13,-1,1,-1,-1,0,5,-2,5,27,6,1
KR_6745942385,-1,6,35,-1,1,1,1,0,1,-4,3,11,1,1
KR_6748291910,17,18,145,1,1,1,1,0,9,0,9,16,4,1
KR_6752184999,5,1,-107,1,1,-1,-1,0,-2,-1,7,-5,5,1
KR_6745382278,-5,-3,17,-1,1,-1,1,0,2,3,7,24,4,1
KR_6751610460,-20,-6,-44,-1,0,0,1,-1,-3,0,1,0,0,1
KR_6709186902,27,9,-33,-1,-1,-1,-1,0,4,7,53,41,5,1
KR_6745310266,25,15,65,1,1,-1,1,0,4,1,12,10,6,1
KR_6749040641,11,6,-49,1,1,1,-1,0,3,-4,13,44,6,1
KR_6751601458,-8,-4,26,1,0,0,1,1,2,7,-27,0,0,1
KR_6736070140,13,11,58,1,1,1,1,0,2,-3,29,-38,6,1
KR_6749876612,32,18,47,-1,1,1,1,0,7,-6,36,15,4,1
KR_6747851170,2,5,-2,1,1,1,1,0,1,1,-18,6,2,1
KR_6749186326,48,10,19,1,0,0,-1,0,2,0,0,0,0,1
KR_6749743121,3,4,-11,-1,-1,1,1,0,1,-4,17,-1,5,1
KR_6749574497,6,0,-31,-1,-1,1,0,0,3,2,-14,-15,4,1
KR_6734664676,20,1,-26,-1,0,0,1,1,1,0,92,0,0,1
KR_6751809166,3,4,-51,1,1,1,0,0,0,5,-6,5,1,1
KR_6746377853,10,6,-33,-1,1,1,0,0,3,2,-23,-6,6,1
KR_6749587951,0,-2,84,-1,1,-1,1,0,-1,8,1,-21,3,1
KR_6750080100,21,23,81,-1,1,1,1,0,6,1,4,-8,1,1
KR_6735088518,4,5,106,1,-1,1,0,0,4,4,23,28,5,1
KR_6732487424,-6,-5,-76,-1,1,-1,-1,0,-1,0,-6,-11,1,1
