queueId,matchId,Diff_FirstBLOOD,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,dragonType,WIN_invadeKill,LOSE_invadeDeath,LOSE_invadeKill,WIN_invadeDeath,WIN_controlWARDPlaced,LOSE_controlWARDPlaced,WIN_Kill_top,WIN_Kill_jgl,WIN_Kill_mid,WIN_Kill_ad,WIN_Kill_sup,LOSE_Kill_top,LOSE_Kill_jgl,LOSE_Kill_mid,LOSE_Kill_ad,LOSE_Kill_sup,WIN_Death_top,WIN_Death_jgl,WIN_Death_mid,WIN_Death_ad,WIN_Death_sup,LOSE_Death_top,LOSE_Death_jgl,LOSE_Death_mid,LOSE_Death_ad,LOSE_Death_sup,WIN_Asisst_top,WIN_Asisst_jgl,WIN_Asisst_mid,WIN_Asisst_ad,WIN_Asisst_sup,LOSE_Asisst_top,LOSE_Asisst_jgl,LOSE_Asisst_mid,LOSE_Asisst_ad,LOSE_Asisst_sup,WIN_LV_top,WIN_LV_jgl,WIN_LV_mid,WIN_LV_ad,WIN_LV_sup,LOSE_LV_top,LOSE_LV_jgl,LOSE_LV_mid,LOSE_LV_ad,LOSE_LV_sup,WIN_CS_top,WIN_CS_jgl,WIN_CS_mid,WIN_CS_ad,WIN_CS_sup,LOSE_CS_top,LOSE_CS_jgl,LOSE_CS_mid,LOSE_CS_ad,LOSE_CS_sup,WIN_jglCS_top,WIN_jglCS_jgl,WIN_jglCS_mid,WIN_jglCS_ad,WIN_jglCS_sup,LOSE_jglCS_top,LOSE_jglCS_jgl,LOSE_jglCS_mid,LOSE_jglCS_ad,LOSE_jglCS_sup,WIN_GOLD_top,WIN_GOLD_jgl,WIN_GOLD_mid,WIN_GOLD_ad,WIN_GOLD_sup,LOSE_GOLD_top,LOSE_GOLD_jgl,LOSE_GOLD_mid,LOSE_GOLD_ad,LOSE_GOLD_sup,WIN_WARDkill,LOSE_WARDkill,WIN_Inhibitor,LOSE_Inhibitor,WIN_TOWERkill,LOSE_TOWERkill,WIN_WARDplaced,LOSE_WARDplaced
420,KR_6798737285,1,-1,0,0,3,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,1,0,3,3,0,2,0,0,0,0,1,7,5,6,5,5,6,5,6,5,4,54,4,44,44,0,35,1,47,44,1,0,32,0,0,0,0,40,0,4,0,2784,2767,2640,2046,1555,1840,2105,2222,2545,1566,0,7,0,0,0,0,22,5
420,KR_6796824903,-1,0,0,0,0,0,0,0,0,1,2,0,5,1,0,0,2,0,2,0,0,2,1,1,0,0,1,3,2,0,0,3,2,3,0,2,0,0,0,0,0,6,6,7,5,5,6,4,6,5,4,37,0,47,48,11,36,2,36,44,7,0,39,0,0,0,0,28,0,0,0,2011,3607,2569,2061,1665,2622,1822,2852,2064,1353,0,2,0,0,0,0,9,6
440,KR_6694369523,1,0,0,0,0,0,0,0,0,2,2,2,1,1,0,2,0,0,1,2,1,0,0,1,1,2,2,1,3,0,0,0,2,0,3,0,0,4,3,0,0,6,5,5,5,6,6,5,5,5,5,43,6,7,46,35,40,13,21,52,2,0,36,0,0,0,0,0,0,0,36,2637,2579,2028,2227,2555,1872,1827,1988,2896,2358,1,2,0,0,0,0,9,9
420,KR_6795182412,-1,-1,0,0,2,0,0,0,0,1,4,1,1,0,1,0,1,1,1,2,0,1,2,0,1,1,1,0,0,2,0,0,3,0,3,3,0,3,0,6,9,6,4,7,5,5,6,5,6,5,4,35,0,49,44,4,38,0,55,37,1,0,32,0,0,0,0,38,0,0,0,2282,2345,2184,2374,1598,2330,2450,2488,2668,1653,0,2,0,0,0,0,124,9
420,KR_6726002029,-1,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,0,1,0,0,0,0,0,1,0,0,1,0,1,2,2,3,2,0,5,7,0,0,3,0,0,6,4,6,5,5,6,4,6,5,5,53,1,53,39,9,48,1,47,34,6,0,28,0,0,0,0,28,0,0,0,2318,2237,2510,2940,2460,2012,2288,2254,1899,1762,0,0,0,0,0,0,4,15
420,KR_6789810180,-1,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,4,2,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,2,8,0,0,6,7,5,6,5,5,7,4,6,4,4,47,0,44,48,3,46,1,34,39,8,0,36,0,0,0,0,24,0,0,0,2259,2269,1992,2271,1588,2155,2051,3123,2807,1728,1,0,0,0,0,0,18,9
440,KR_6724718080,-1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,5,7,4,7,5,4,5,6,5,6,32,63,0,44,4,5,3,42,44,40,0,0,32,0,0,0,36,0,0,0,2182,2377,1874,2043,1774,1554,2251,1994,2142,2323,0,0,0,0,0,0,10,9
440,KR_6789677679,1,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,3,7,3,0,0,0,0,0,5,5,6,5,6,6,5,7,5,4,10,0,38,50,52,43,49,48,0,1,0,36,0,0,0,0,0,0,40,0,2023,2947,1976,2439,2292,1978,2241,2044,2062,1536,2,1,0,0,0,0,10,12
420,KR_6794971900,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,3,0,0,0,3,0,1,0,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,6,5,6,5,5,6,7,5,5,5,38,0,44,50,2,47,31,0,59,1,0,40,0,0,0,0,0,36,0,0,2294,2522,2865,2153,1497,2426,2757,2002,2302,1399,0,0,0,0,0,0,21,10
420,KR_6666963060,1,0,0,0,0,1,1,0,0,2,1,1,0,0,2,0,2,1,0,0,0,1,2,0,0,0,1,1,0,0,1,0,5,3,0,5,3,0,0,0,0,6,5,6,5,4,6,5,7,5,5,20,0,45,48,10,41,0,55,52,2,0,36,0,0,0,0,40,0,0,0,2048,2262,2031,2780,1587,2912,2427,2223,2233,1643,0,0,0,0,0,0,7,9
420,KR_6794954994,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,3,1,4,1,0,1,0,3,1,0,2,0,1,0,0,2,2,3,6,0,3,9,0,0,0,3,3,5,4,6,5,4,7,5,6,4,4,26,0,51,40,0,31,0,39,35,0,0,28,0,0,0,0,40,0,0,0,1805,2223,2153,2761,2055,3090,2674,1893,2303,1545,0,0,0,0,0,0,8,7
