matchId,queueId,Diff_LV,Diff_CS,Diff_jglCS,Diff-K,Diff-K-top,K-WIN-top,K-LOSE-top,Diff-K-jug,K-WIN-jug,K-LOSE-jug,Diff-K-mid,K-WIN-mid,K-LOSE-mid,Diff-K-ad,K-WIN-ad,K-LOSE-ad,Diff-K-sup,K-WIN-sup,K-LOSE-sup,invadeKill,Diff-A,Diff_WARDplaced,Diff-ControlWARDplaced,LOSE_controlWARDPlaced,WIN_controlWARDPlaced,Diff_WARDkill,Diff_Inhibitor,Diff_TOWERkill,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_FirstBLOOD,dragonType,result
KR_6763238937,420,-2,-14,0,0,3,0,3,-2,4,2,-2,5,3,-3,3,0,4,0,-4,0,4,-6,2,-7,5,-1,0,0,-1,1,1,1,4,-1
KR_6760801968,420,-6,5,-111,-9,-1,3,2,-5,5,0,1,1,2,-2,3,1,-2,4,-2,-2,15,-1,-2,-2,4,3,0,-2,-1,-1,-1,-1,4,-1
KR_6760457722,420,-4,-62,-8,-5,-5,7,2,0,1,1,1,5,6,-1,5,4,0,0,0,-1,8,-1,8,-9,1,4,0,0,-1,-1,0,-1,2,-1
KR_6755127718,420,3,14,23,4,1,1,2,4,0,4,1,5,6,-3,6,3,1,1,-2,0,-8,9,2,-6,4,1,0,-1,1,-1,-1,-1,5,-1
KR_6702716716,420,2,23,-8,2,0,2,2,-3,5,2,5,2,7,0,2,2,0,0,0,0,-3,0,-4,-4,8,-3,0,0,-1,1,0,-1,2,-1
KR_6729244078,420,0,72,7,0,2,0,2,0,5,5,1,3,4,-3,3,0,0,1,-1,0,10,-8,-3,0,3,-1,0,1,1,0,1,-1,2,-1
KR_6670498796,420,1,-12,16,-5,-5,6,1,1,2,3,1,1,2,0,4,4,-2,3,-1,0,2,4,-1,-3,4,-1,0,-1,0,1,-1,-1,0,-1
KR_6739824575,420,-3,-33,-28,-7,2,1,3,-4,4,0,3,2,5,-7,8,1,-1,3,-2,0,9,-3,-2,-4,6,1,0,-1,-1,-1,-1,1,4,-1
KR_6711900768,420,1,-12,40,4,-3,3,0,-2,3,1,5,4,9,4,3,7,0,1,-1,0,-2,-240,5,-5,0,3,0,1,1,1,1,1,2,-1
KR_6700082974,420,-1,12,1,-2,-1,1,0,-1,4,3,0,2,2,0,3,3,0,1,-1,0,0,-3,-3,-7,10,-5,0,-1,-1,-1,-1,1,6,-1
KR_6752536329,440,1,-51,23,-6,-2,3,1,-1,1,0,-3,3,0,0,0,0,0,1,-1,0,7,-15,-3,-3,6,1,0,0,1,-1,0,-1,2,-1
KR_6744033052,420,-2,-95,-18,-9,-3,3,0,-1,2,1,0,0,0,-1,2,1,-4,4,0,0,8,-3,0,-5,5,-3,0,0,-1,-1,0,-1,1,-1
KR_6648382153,420,-3,-81,-11,-8,-1,1,0,-6,7,1,2,3,5,-2,4,2,-1,1,0,0,8,4,0,-5,5,-1,0,-1,-1,-1,-1,-1,3,-1
KR_6720529482,440,1,-95,-5,-2,-1,2,1,-3,7,4,-1,2,1,1,1,2,2,0,-2,0,0,-24,1,-3,2,5,0,0,0,0,-1,-1,0,-1
KR_6744592210,420,-2,-42,-16,3,3,0,3,2,4,6,1,0,1,-2,4,2,-1,2,-1,0,1,7,3,-9,6,-4,0,-1,-1,1,-1,1,1,-1
KR_6725559778,420,-1,-30,9,-2,-2,3,1,3,2,5,2,0,2,-4,4,0,-1,2,-1,-1,1,5,-2,-2,4,1,0,-1,-1,0,-1,-1,4,-1
KR_6762722134,420,-3,-75,8,-12,-3,3,0,2,2,4,-6,6,0,-4,4,0,-1,2,-1,0,12,-10,-2,-3,5,-3,0,-2,-1,0,-1,1,1,-1
KR_6700247694,420,1,49,6,2,0,1,1,-1,3,2,4,0,4,-1,4,3,0,0,0,0,0,17,0,-4,4,5,0,0,1,1,0,1,4,-1
KR_6680317078,440,-3,66,-16,-6,-1,3,2,-4,5,1,0,2,2,0,1,1,-1,2,-1,-1,9,-8,-2,-3,5,0,0,-1,1,-1,-1,-1,1,-1
KR_6741743127,440,-1,-52,-25,-7,-2,3,1,-1,3,2,1,2,3,-2,4,2,-3,3,0,-1,6,-33,4,-8,4,4,0,-1,-1,1,-1,-1,2,-1
KR_6752496371,420,-3,19,-20,-3,-2,2,0,-2,4,2,-1,3,2,2,0,2,0,0,0,0,0,307,1,-3,2,3,0,0,-1,-1,-1,1,1,-1
KR_6741553966,440,-2,-12,-12,-6,-2,3,1,-2,2,0,0,4,4,2,1,3,-4,5,-1,0,12,-1,1,-5,4,1,0,-1,-1,1,-1,1,1,-1
KR_6764106722,420,-5,-45,-41,-10,2,1,3,-1,3,2,-2,7,5,-7,8,1,-2,3,-1,1,14,4,1,-3,2,-1,0,-1,-1,-1,-1,1,6,-1
KR_6643183852,420,-2,58,-7,0,3,0,3,-2,4,2,-2,5,3,2,0,2,-1,2,-1,0,0,0,0,-3,3,0,0,0,-1,1,0,1,3,-1
KR_6616783614,420,-2,-68,19,-3,0,1,1,2,0,2,-3,4,1,-1,2,1,-1,1,0,0,-1,-10,-1,-2,3,-1,0,-1,-1,-1,-1,-1,4,-1
KR_6720867123,420,-5,14,-73,-16,-1,1,0,-9,9,0,-2,2,0,-3,5,2,-1,1,0,-1,17,39,3,-5,2,19,0,-1,-1,-1,-1,1,6,-1
KR_6729028408,440,-7,-114,-57,-17,-4,5,1,-4,4,0,-2,3,1,-7,11,4,0,1,-1,0,17,-5,-6,-2,8,-1,0,-3,-1,-1,-1,-1,3,-1
KR_6635023756,420,-5,-48,-59,-13,-4,4,0,-2,5,3,-4,6,2,-2,4,2,-1,2,-1,0,0,7,6,-8,2,4,0,1,-1,-1,-1,-1,5,-1
KR_6760459902,420,1,6,0,-2,2,1,3,-1,4,3,0,3,3,-5,5,0,2,0,-2,0,7,5,-2,-3,5,1,0,-2,1,-1,-1,-1,1,-1
KR_6761043603,420,-2,19,-6,-3,0,1,1,-3,3,0,-2,3,1,1,2,3,1,0,-1,0,-2,-3,-1,-3,4,-1,0,-1,-1,1,-1,1,5,-1
KR_6764493261,420,1,-28,15,5,1,0,1,2,4,6,-1,3,2,4,2,6,-1,1,0,-2,-8,-142,2,-9,7,0,0,-1,1,1,-1,-1,6,-1
KR_6752127287,420,0,26,-4,-4,-1,2,1,0,3,3,-1,6,5,-2,3,1,0,0,0,0,2,-4,-4,-4,8,-3,0,0,-1,1,0,1,3,-1
KR_6670418441,420,-2,-28,23,-4,2,1,3,-3,3,0,2,1,3,-4,7,3,-1,2,-1,0,6,-7,1,-5,4,0,0,-1,-1,1,-1,1,4,-1
KR_6763610210,420,-4,-29,-16,-6,-2,2,0,-6,6,0,-5,5,0,7,3,10,0,1,-1,0,8,6,2,-3,1,4,0,-1,1,-1,-1,-1,2,-1
KR_6764226853,420,-4,-51,-16,-9,1,0,1,1,1,2,-4,4,0,-6,7,1,-1,1,0,0,8,2,0,-4,4,0,0,0,-1,1,0,-1,5,-1
KR_6731579569,420,-4,-24,-8,-6,3,1,4,-1,1,0,1,2,3,-9,10,1,0,0,0,0,13,-12,-2,-3,5,-1,0,-4,-1,-1,-1,1,6,-1
KR_6742284406,420,-6,-78,-52,-20,-1,4,3,-2,3,1,-8,8,0,-8,9,1,-1,1,0,-1,14,-1,2,-4,2,2,0,-1,-1,-1,-1,-1,5,-1
KR_6676996157,420,-3,-77,-13,-9,0,1,1,-3,4,1,0,2,2,-4,4,0,-2,3,-1,0,13,-6,-4,-2,6,2,0,0,-1,1,0,-1,4,-1
KR_6760821476,440,2,79,-8,6,1,0,1,0,0,0,-1,2,1,5,1,6,1,0,-1,0,-4,-2,2,-6,4,-2,0,0,0,-1,0,1,0,-1
KR_6466727611,420,-2,-47,-8,-12,-3,3,0,0,2,2,-2,2,0,-3,4,1,-4,6,-2,-1,12,0,1,-6,5,3,0,-1,-1,-1,-1,-1,1,-1
KR_6760341092,420,-4,-27,-10,-12,-2,3,1,-4,5,1,-1,1,0,-6,9,3,1,3,-4,0,7,-7,-4,-1,5,1,0,0,-1,-1,-1,-1,2,-1
KR_6594185416,420,0,-40,-1,-4,0,2,2,0,0,0,-4,7,3,1,2,3,-1,1,0,0,8,-1,-7,-2,9,0,0,1,-1,0,-1,1,5,-1
KR_6010175656,420,-1,-6,13,-3,-3,3,0,0,2,2,-1,3,2,2,2,4,-1,2,-1,-1,1,-33,-3,-10,13,-10,0,-1,-1,-1,-1,-1,1,-1
KR_6749154332,420,-3,-30,-11,0,-1,1,0,0,2,2,2,1,3,1,3,4,-2,2,0,0,-8,-10,0,-4,4,-1,0,0,-1,1,1,1,2,-1
KR_6641189581,420,0,15,0,-7,4,0,4,0,0,0,-3,4,1,-7,8,1,-1,2,-1,0,10,24,0,-7,7,0,0,1,-1,1,1,-1,5,-1
KR_6763008612,420,0,26,-3,-4,1,1,2,-3,6,3,-2,3,1,0,1,1,0,0,0,0,8,2,0,-5,5,6,0,0,1,-1,0,1,4,-1
KR_6681932411,420,-2,2,-8,-6,0,1,1,-6,6,0,-2,4,2,5,3,8,-3,6,-3,1,11,-37,-1,-4,5,-27,0,-1,1,-1,-1,1,1,-1
KR_6625109869,420,-7,-80,-8,-17,-5,5,0,-1,3,2,-3,5,2,-6,6,0,-2,3,-1,0,15,25,1,-5,4,1,0,-1,-1,-1,-1,-1,1,-1
KR_6763567942,420,-1,-4,-1,0,1,2,3,-2,2,0,2,3,5,0,4,4,-1,3,-2,0,12,-4,-4,-3,7,2,0,0,1,-1,0,-1,3,-1
KR_6692170898,420,-3,15,-13,-1,-3,4,1,-4,4,0,0,3,3,3,2,5,3,0,-3,0,0,2,3,-6,3,0,0,0,0,-1,-1,-1,0,-1
KR_6679386600,420,4,40,-3,2,0,1,1,4,1,5,-3,4,1,-1,3,2,2,0,-2,0,-2,-3,-2,-3,5,-5,0,1,0,0,1,-1,0,-1
KR_6750030098,420,-1,-2,0,2,6,1,7,1,0,1,0,4,4,-4,6,2,-1,1,0,0,6,-19,2,-5,3,0,0,1,1,1,1,1,2,-1
KR_6741032926,420,-4,-38,-35,-8,-4,4,0,0,2,2,-9,9,0,3,2,5,2,1,-3,0,0,15,1,-4,3,3,0,-2,-1,1,-1,-1,2,-1
KR_6756971415,420,1,28,8,10,2,1,3,3,1,4,2,1,3,4,0,4,-1,1,0,0,-12,-152,0,-4,4,-2,0,0,1,1,1,1,1,-1
KR_6764495663,440,-5,-40,-23,-7,0,5,5,-1,2,1,-2,4,2,-2,2,0,-2,2,0,0,6,-9,2,-8,6,3,0,0,1,-1,-1,1,6,-1
KR_6741750248,420,-2,-60,-3,-4,-2,3,1,-1,2,1,-4,4,0,2,1,3,1,0,-1,0,2,-11,-2,-4,6,0,0,2,1,-1,-1,-1,1,-1
KR_6458235494,420,2,22,28,4,4,0,4,4,2,6,-1,2,1,1,0,1,-4,4,0,0,2,4,-5,-3,8,3,0,0,-1,-1,0,-1,6,-1
KR_6762573794,420,1,-68,-13,-1,-1,4,3,1,1,2,1,2,3,-5,10,5,3,0,-3,-2,2,-2,-1,-4,5,0,0,0,-1,-1,-1,1,3,-1
KR_6754044030,420,0,-43,-6,-1,-2,3,1,1,1,2,-2,5,3,-2,3,1,4,0,-4,0,5,12,3,-4,1,3,0,-1,1,1,-1,-1,5,-1
KR_6624773638,420,-4,-98,-24,-5,-1,1,0,0,2,2,-4,4,0,1,0,1,-1,1,0,0,2,10,0,-3,3,2,0,-1,1,-1,-1,-1,4,-1
KR_6759493898,420,0,13,4,-1,-1,2,1,-3,4,1,2,1,3,-1,1,0,2,0,-2,0,-1,102,-2,-5,7,0,0,1,-1,1,1,1,6,-1
KR_6653913630,420,-2,-16,3,-5,-5,7,2,3,5,8,0,2,2,-4,7,3,1,2,-3,0,4,-265,8,-9,1,7,0,-1,-1,-1,-1,-1,3,-1
KR_6697124609,420,-2,-56,8,-7,0,1,1,1,1,2,-3,5,2,-2,4,2,-3,3,0,0,8,-4,-3,-3,6,-5,0,-2,-1,0,-1,-1,2,-1
KR_6761685283,420,-2,23,-18,-1,-3,4,1,4,2,6,-2,2,0,0,3,3,0,1,-1,2,5,34,2,-6,4,28,0,-1,-1,1,-1,1,6,-1
KR_6750097705,420,2,10,23,0,-3,5,2,1,4,5,3,1,4,0,4,4,-1,2,-1,0,8,2,2,-4,2,4,0,0,-1,1,0,1,5,-1
KR_6601561367,420,-3,50,-11,-3,1,1,2,4,2,6,-9,9,0,3,3,6,-2,2,0,0,6,-1,2,-4,2,-3,0,0,-1,1,1,-1,2,-1
KR_6763597855,440,-1,-31,16,1,2,0,2,0,2,2,-1,2,1,-4,4,0,4,0,-4,0,-3,-63,0,-3,3,6,0,-1,-1,-1,-1,1,3,-1
KR_6759598682,440,3,-15,-3,5,3,1,4,0,3,3,-1,4,3,3,1,4,0,0,0,0,-8,-1,-4,-1,5,-2,0,2,-1,1,1,-1,6,-1
KR_6728301696,420,0,-29,-9,4,2,1,3,3,1,4,1,3,4,1,4,5,-3,3,0,0,-2,-2,-1,-6,7,-3,0,1,-1,1,1,1,3,-1
KR_6742925706,420,-3,-7,-4,-7,-1,2,1,-4,7,3,-3,4,1,0,2,2,1,0,-1,0,3,-6,-2,-5,7,1,0,0,0,0,0,1,0,-1
KR_6764067024,420,-3,-18,-16,-4,0,3,3,1,1,2,2,2,4,-4,7,3,-3,3,0,0,-1,4,4,-9,5,0,0,0,-1,1,-1,-1,4,-1
KR_6742952362,420,0,-18,22,-9,2,3,5,-4,4,0,-4,5,1,-4,4,0,1,0,-1,0,9,-2,0,-4,4,5,0,1,-1,1,1,-1,5,-1
KR_6753208830,420,-5,-28,0,-8,-2,3,1,-1,2,1,4,0,4,-8,8,0,-1,3,-2,0,15,-17,-1,-5,6,5,0,-1,1,1,-1,-1,4,-1
KR_6738044521,420,-2,-53,-14,-11,-9,9,0,-1,4,3,-3,5,2,0,3,3,2,0,-2,1,5,-35,-3,-5,8,2,0,0,0,-1,-1,1,0,-1
KR_6593929184,420,-1,-87,13,-4,4,0,4,-3,3,0,-1,1,0,-4,7,3,0,2,-2,-1,6,7,-1,-4,5,4,0,1,-1,1,-1,-1,6,-1
KR_6751118254,440,-5,-76,19,-7,-3,4,1,0,4,4,-2,3,1,-5,7,2,3,5,-8,0,-1,1,2,-4,2,2,0,-3,0,0,-1,-1,0,-1
KR_6748108130,420,-4,-63,-3,-4,-1,5,4,0,2,2,-3,3,0,-2,3,1,2,1,-3,-2,7,-5,-2,-6,8,1,0,-2,1,-1,-1,-1,6,-1
KR_6763588635,420,0,14,-8,1,0,1,1,-2,2,0,1,2,3,1,1,2,1,0,-1,0,1,-7,2,-3,1,0,0,0,1,-1,0,1,1,-1
KR_6741660610,420,3,97,0,1,1,2,3,-2,4,2,3,2,5,-1,1,0,0,0,0,0,6,-15,1,-6,5,-1,0,1,1,-1,1,-1,4,-1
KR_6731730876,420,-3,-60,-24,-1,3,1,4,-3,4,1,-3,4,1,2,2,4,0,1,-1,1,-4,23,1,-3,2,1,0,-1,-1,-1,-1,1,1,-1
KR_6549284451,420,0,-19,-4,3,-3,4,1,-1,3,2,-2,3,1,7,2,9,2,2,-4,-2,-4,16,-4,-3,7,-5,0,3,-1,-1,1,-1,3,-1
KR_6763598181,420,-2,-34,-29,-10,1,1,2,-4,5,1,-2,2,0,-5,5,0,0,1,-1,-1,14,1,-5,-2,7,1,0,-1,-1,-1,-1,-1,1,-1
KR_6714992319,420,-3,29,-44,-7,1,2,3,-2,4,2,-6,7,1,1,3,4,-1,1,0,-1,3,-8,-3,-4,7,-4,0,-1,-1,-1,-1,-1,3,-1
KR_6703816151,420,-1,12,13,-7,1,0,1,-1,3,2,1,0,1,-6,9,3,-2,5,-3,-1,15,0,0,-6,6,0,0,0,-1,1,1,-1,5,-1
KR_6586778783,420,2,-65,15,-6,0,2,2,1,1,2,-1,2,1,-1,2,1,-5,7,-2,0,6,30,-3,-1,4,4,0,-2,-1,-1,-1,-1,4,-1
KR_6749985500,420,-3,-31,-21,-9,-3,5,2,-4,5,1,-3,6,3,1,1,2,0,1,-1,0,9,-18,-2,-1,3,-4,0,-1,-1,0,-1,-1,4,-1
KR_6756131136,420,-1,16,9,-1,-2,2,0,-3,3,0,1,3,4,0,0,0,3,0,-3,0,1,-12,-1,-4,5,-3,0,0,1,1,0,-1,5,-1
KR_6740929587,420,3,18,-10,0,1,1,2,1,2,3,-5,6,1,2,3,5,1,0,-1,0,3,4,-2,-3,5,-2,0,-1,-1,-1,-1,-1,2,-1
KR_6763513425,420,-5,-45,-21,1,0,1,1,-1,3,2,1,2,3,4,2,6,-3,4,-1,1,-9,1,2,-7,5,4,0,-1,0,0,-1,1,0,-1
KR_6710774303,420,-1,-115,7,-4,0,2,2,1,1,2,-3,4,1,0,0,0,-2,2,0,0,7,8,-3,-3,6,1,0,-1,1,1,-1,-1,4,-1
KR_6744383455,420,-8,-101,-28,-15,0,0,0,-2,3,1,-10,10,0,-2,3,1,-1,2,-1,0,14,-354,4,-6,2,-23,0,-2,-1,-1,-1,-1,4,-1
KR_6762368992,420,1,-55,-22,7,6,2,8,-1,1,0,-3,3,0,3,4,7,2,0,-2,0,-4,-1,1,-6,5,-1,0,0,1,1,1,-1,6,-1
KR_6688085877,420,-5,-19,-16,-8,2,1,3,-3,5,2,0,1,1,0,1,1,-7,7,0,0,14,-4,-1,-6,7,7,0,0,-1,1,0,1,6,-1
KR_6647466360,420,-1,101,-22,-3,-1,2,1,-3,6,3,0,2,2,4,4,8,-3,4,-1,1,1,-4,2,-7,5,-4,0,1,-1,-1,1,1,3,-1
KR_6762791673,420,-2,-37,-21,-5,5,1,6,-4,4,0,0,2,2,-6,6,0,0,0,0,0,13,-29,-2,-2,4,0,0,-2,-1,-1,-1,-1,2,-1
KR_6626247838,420,-5,-112,-8,-8,-2,3,1,-2,3,1,-6,6,0,1,1,2,1,1,-2,0,4,-10,-1,-2,3,1,0,-1,-1,1,-1,1,2,-1
KR_6759579859,420,3,-14,28,5,2,0,2,-1,3,2,3,0,3,2,4,6,-1,2,-1,0,-9,10,3,-6,3,3,0,0,1,-1,0,-1,2,-1
KR_6698918508,420,-2,19,21,-8,-2,2,0,-2,2,0,2,2,4,-5,6,1,-1,1,0,0,15,-121,-2,-3,5,-2,0,-2,0,-1,-1,-1,0,-1
KR_6660067573,420,-4,-40,-17,-5,-3,5,2,-2,2,0,1,3,4,0,0,0,-1,1,0,0,3,8,2,-5,3,3,0,-1,-1,-1,-1,1,4,-1
KR_6735146709,440,-3,-25,4,-14,3,0,3,-5,6,1,-1,5,4,-10,12,2,-1,4,-3,0,15,-152,2,-3,1,2,0,-1,0,-1,-1,1,0,-1
KR_6751475909,440,0,22,1,-2,0,3,3,-1,2,1,1,1,2,-3,3,0,1,0,-1,0,7,-38,3,-7,4,-18,0,0,1,0,0,-1,4,-1
KR_6740694769,420,2,-58,1,5,-2,2,0,2,2,4,0,3,3,5,1,6,0,0,0,0,-4,-390,0,-3,3,2,0,0,-1,1,0,1,4,-1
KR_6705861037,420,-2,-54,20,-1,-5,7,2,2,5,7,1,1,2,2,1,3,-1,1,0,0,-2,-323,0,-3,3,1,0,-2,1,-1,-1,-1,6,-1
KR_6760347953,420,0,-15,20,-6,-2,2,0,2,1,3,2,1,3,-8,10,2,0,1,-1,-1,11,14,-1,-5,6,1,0,1,-1,1,1,-1,6,-1
KR_6754028132,440,-5,17,-18,-8,-2,2,0,-5,6,1,2,0,2,-4,4,0,1,0,-1,0,9,44,4,-8,4,20,0,0,-1,-1,0,-1,2,-1
KR_6707451948,440,3,16,20,1,-2,2,0,0,1,1,2,2,4,0,1,1,1,0,-1,0,2,12,0,-4,4,4,0,0,1,1,0,-1,4,-1
KR_6736542882,440,3,-9,20,6,3,2,5,4,2,6,0,1,1,1,2,3,-2,2,0,0,-4,-6,2,-4,2,3,0,0,-1,1,0,1,2,-1
KR_6740255661,440,-1,-15,-12,-5,-2,4,2,-3,4,1,0,3,3,0,2,2,0,1,-1,0,4,34,-1,-5,6,31,0,-1,-1,1,-1,-1,1,-1
KR_6708422245,420,0,-82,4,-1,3,0,3,-3,5,2,0,1,1,-1,3,2,0,0,0,0,6,0,1,-5,4,-2,0,0,1,1,0,-1,1,-1
KR_6764707970,420,1,-18,-4,1,1,2,3,1,2,3,3,0,3,-7,8,1,3,0,-3,0,2,-7,-3,-6,9,-4,0,0,-1,-1,-1,-1,6,-1
KR_6726947349,440,-1,57,-4,-2,2,0,2,0,0,0,2,2,4,-1,3,2,-5,6,-1,0,10,17,5,-9,4,2,0,1,-1,1,1,1,4,-1
KR_6698551985,420,-1,-78,-15,-5,-1,4,3,1,2,3,-1,1,0,-3,4,1,-1,1,0,-1,6,-4,-2,-3,5,-2,0,0,0,-1,0,-1,0,-1
KR_6716196046,420,-3,53,-37,-5,-2,2,0,-3,3,0,1,1,2,0,2,2,-1,2,-1,0,7,7,4,-7,3,0,0,1,-1,1,1,1,2,-1
KR_6763752607,420,-3,-162,-1,-9,-2,2,0,0,2,2,-4,4,0,2,2,4,-5,6,-1,0,3,3,-7,-2,9,0,0,-2,-1,1,-1,-1,4,-1
KR_6750487710,420,0,13,12,-2,2,0,2,-2,3,1,-1,3,2,-2,5,3,1,2,-3,0,5,-7,4,-7,3,1,0,1,-1,1,1,1,5,-1
KR_6643126462,420,2,47,-8,4,4,0,4,-2,3,1,1,0,1,1,3,4,0,0,0,1,-4,13,0,-4,4,2,0,1,1,1,1,1,5,-1
KR_6658779630,420,-2,6,1,-7,0,1,1,-1,3,2,-2,5,3,-9,12,3,5,0,-5,0,4,-48,-2,-5,7,-3,0,-2,-1,1,-1,-1,6,-1
KR_6731383694,420,4,-12,5,7,-2,3,1,3,3,6,0,3,3,3,1,4,3,0,-3,0,-10,1,-3,-2,5,-1,0,1,0,1,1,1,0,-1
KR_6756445268,420,2,57,24,3,1,2,3,1,1,2,-3,3,0,4,4,8,0,4,-4,0,-4,4,4,-7,3,0,0,1,1,-1,1,1,5,-1
KR_6688488334,420,-3,-48,24,-8,-3,3,0,2,1,3,-2,2,0,-5,5,0,0,1,-1,0,6,6,0,-7,7,8,0,-1,1,-1,-1,-1,6,-1
KR_6761559799,440,-1,-24,-28,-4,1,2,3,-4,4,0,1,1,2,-2,5,3,0,1,-1,-1,11,-2,0,-4,4,-1,0,0,-1,0,1,-1,5,-1
KR_6761007358,420,-3,-49,-20,-6,-1,4,3,-4,5,1,2,1,3,-3,3,0,0,1,-1,0,11,109,0,-4,4,2,0,-1,0,0,-1,1,0,-1
KR_6730031971,420,-1,-49,23,-1,0,0,0,-4,6,2,1,3,4,1,2,3,1,0,-1,0,2,4,-2,-6,8,2,0,1,-1,1,1,1,2,-1
KR_6708899399,420,-1,-17,-10,-4,2,1,3,-1,6,5,-1,2,1,-3,4,1,-1,1,0,1,2,2,-5,-4,9,0,0,-1,1,-1,-1,1,1,-1
KR_6628479467,420,1,48,-16,-5,1,0,1,1,0,1,-2,4,2,-1,1,0,-4,4,0,0,7,6,1,-5,4,-4,0,0,-1,-1,0,-1,3,-1
KR_6752963833,420,-2,28,-21,-3,-3,4,1,1,2,3,-1,3,2,3,1,4,-3,3,0,1,-5,-7,5,-9,4,0,0,0,-1,0,0,1,5,-1
KR_6732404504,440,-4,28,-24,-1,-4,4,0,-1,2,1,0,1,1,3,0,3,1,1,-2,0,2,-13,2,-5,3,1,0,-1,0,-1,-1,1,0,-1
KR_6729157637,420,-1,-8,-1,0,0,3,3,3,0,3,1,0,1,0,1,1,-4,4,0,1,-3,-4,-1,-2,3,-3,0,0,1,-1,0,1,6,-1
KR_6644212322,420,-1,10,-44,-1,4,1,5,-7,10,3,-2,2,0,4,0,4,0,0,0,0,-4,1,-1,-6,7,0,0,-2,1,-1,1,1,3,-1
KR_6762998465,420,-3,2,-28,-4,3,2,5,-4,4,0,3,1,4,-5,6,1,-1,2,-1,1,0,10,1,-3,2,-3,0,0,-1,0,0,1,4,-1
KR_6714590217,420,-2,-19,-12,-6,0,3,3,-3,3,0,-1,2,1,-2,3,1,0,0,0,0,9,4,-1,-5,6,-2,0,-1,1,-1,-1,-1,1,-1
KR_6716183843,440,-1,-4,-4,-1,-4,4,0,3,2,5,-1,1,0,-4,8,4,5,1,-6,0,5,-11,4,-6,2,2,0,0,1,0,0,1,2,-1
KR_6736043381,420,0,14,-33,-2,1,2,3,-3,5,2,2,2,4,0,1,1,-2,2,0,0,4,-1,-3,-2,5,-1,0,-2,-1,-1,-1,-1,2,-1
KR_6001085816,420,-2,-5,-24,-2,-2,3,1,2,0,2,-3,3,0,3,1,4,-2,3,-1,0,-4,3,5,-8,3,0,0,0,-1,1,0,-1,4,-1
KR_6660232578,420,-1,13,14,1,-2,3,1,1,3,4,2,1,3,0,0,0,0,0,0,0,-4,7,3,-6,3,-4,0,1,1,1,1,1,1,-1
KR_6759783003,420,-5,2,7,-9,-1,1,0,-4,6,2,-3,5,2,-3,4,1,2,0,-2,0,13,358,0,-3,3,0,0,0,-1,1,0,-1,2,-1
KR_6722428400,420,3,22,-7,7,5,0,5,1,1,2,-3,4,1,2,0,2,2,0,-2,0,-5,-4,1,-6,5,0,0,0,-1,1,-1,1,2,-1
KR_6733871163,440,-1,-16,20,-2,0,1,1,-2,4,2,-1,2,1,3,1,4,-2,3,-1,-1,4,-363,-4,0,4,-1,0,0,1,0,-1,-1,3,-1
KR_6624763175,420,-3,48,0,-4,4,1,5,-2,5,3,0,2,2,-7,8,1,1,0,-1,1,7,7,-2,-6,8,-2,0,2,-1,1,1,1,4,-1
KR_6762572445,440,-2,7,-13,-6,-6,7,1,4,1,5,-2,3,1,-3,4,1,1,0,-1,0,2,-6,-5,-4,9,-4,0,-1,-1,-1,-1,-1,6,-1
KR_6740499412,420,1,21,-20,3,1,3,4,2,0,2,-2,4,2,2,1,3,0,3,-3,0,-6,-37,-2,-3,5,2,0,-1,1,-1,-1,1,5,-1
KR_6633121364,420,1,41,44,4,0,1,1,-3,5,2,0,2,2,6,1,7,1,0,-1,0,-4,28,1,-4,3,-1,0,0,1,-1,0,1,2,-1
KR_6757667951,420,5,-31,96,11,5,0,5,6,1,7,1,3,4,-3,4,1,2,0,-2,1,-10,-218,7,-9,2,0,0,1,1,1,1,1,1,-1
KR_6619089119,420,1,-6,-4,-1,5,1,6,0,1,1,-7,10,3,-1,3,2,2,0,-2,1,12,-13,3,-6,3,4,0,1,1,1,1,1,5,-1
KR_6714323034,420,-1,16,21,0,-1,3,2,0,2,2,2,0,2,-1,2,1,0,0,0,0,3,-19,0,-5,5,0,0,-1,1,-1,-1,1,2,-1
KR_6665785464,420,-5,-94,-25,-7,-1,5,4,0,2,2,-6,6,0,-1,2,1,1,0,-1,-1,10,-17,2,-3,1,0,0,-2,-1,1,1,-1,3,-1
KR_6759739139,440,-5,-21,-65,-10,-3,4,1,-4,8,4,-6,6,0,-1,4,3,4,1,-5,-2,10,-3,-1,-1,2,2,0,-2,-1,-1,-1,-1,2,-1
KR_6691867448,420,-4,-53,-44,-9,3,2,5,-5,5,0,-2,6,4,-5,5,0,0,3,-3,-1,11,-4,-1,-3,4,4,0,-2,-1,-1,-1,-1,2,-1
KR_6718928632,420,-12,-93,-95,-15,-2,5,3,-5,5,0,-3,3,0,0,4,4,-5,7,-2,-1,10,-10,-2,-3,5,3,0,-4,-1,-1,-1,-1,3,-1
KR_6668944287,420,-1,-71,8,2,1,0,1,1,2,3,0,1,1,-1,3,2,1,0,-1,0,-4,5,0,-4,4,2,0,0,1,0,0,1,3,-1
KR_6729573307,420,1,109,20,1,0,1,1,5,1,6,-4,6,2,-1,1,0,1,0,-1,0,-2,6,4,-5,1,5,0,1,1,0,1,1,2,-1
