Diff_LV,Diff_CS,Diff_jglCS,Diff-K,Diff-K-top,Diff-K-jug,Diff-K-mid,Diff-K-ad,Diff-K-sup,K-LOSE-sup,invadeKill,Diff_WARDplaced,Diff-ControlWARDplaced,LOSE_controlWARDPlaced,Diff_Inhibitor,Diff_TOWERkill,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_FirstBLOOD,dragonType,result
1,93,7,-1,-1,-2,1,2,-1,-1,0,-7,2,-5,0,0,-1,-1,0,1,2,-1
0,46,-15,-8,-3,4,-9,-1,1,-3,-1,5,2,-8,0,-1,-1,1,-1,-1,3,-1
-2,-54,8,-6,-3,-6,0,-1,4,-5,0,-42,-1,-5,0,0,1,-1,0,-1,4,-1
2,57,14,0,-2,1,3,1,-3,-1,0,21,-4,-4,0,0,1,-1,0,-1,6,-1
-3,-49,11,-8,-6,7,-3,-6,0,-1,0,-315,0,-5,0,-2,-1,-1,-1,-1,2,-1
-4,-101,-24,-5,0,-1,-2,-3,1,-2,1,0,1,-5,0,-1,1,-1,-1,1,1,-1
-3,-2,-11,-10,1,-4,-2,-7,2,-2,0,1,-1,-1,0,-1,1,-1,-1,-1,1,-1
-4,8,-43,0,-2,-3,-1,3,3,-4,0,-43,3,-7,0,1,1,-1,-1,1,6,-1
-3,-41,-49,-4,-4,0,-3,3,0,-1,-1,1,-3,-4,0,0,-1,-1,-1,-1,3,-1
1,-73,18,-1,-2,4,-1,-4,2,-4,0,6,0,-4,0,-1,0,-1,-1,-1,0,-1
3,2,28,-4,0,0,1,-6,1,-3,0,-10,-4,-3,0,0,-1,1,-1,-1,2,-1
-3,-79,9,-5,0,2,-2,-6,1,-1,-1,-5,-4,-2,0,0,-1,-1,0,-1,1,-1
-8,-133,-12,-17,-4,-6,-3,-4,0,0,0,-12,-6,-2,0,0,-1,-1,-1,-1,6,-1
0,-22,-4,-5,2,-3,1,-4,-1,-2,0,46,-1,-5,0,-1,-1,1,-1,-1,3,-1
-3,-11,24,-9,-2,-5,1,-5,2,-2,1,-5,-1,-5,0,-1,1,-1,-1,1,3,-1
-1,-22,44,-6,0,-8,-3,5,0,-1,0,17,-1,-5,0,-1,0,-1,-1,-1,0,-1
-5,14,-16,-6,-4,-1,-1,1,-1,0,0,22,3,-6,0,0,-1,1,0,-1,3,-1
-1,8,-15,1,2,-1,3,-1,-2,-1,0,15,-4,-3,0,-1,-1,1,-1,1,5,-1
-2,-6,-46,-2,0,0,-2,-2,2,-3,0,9,-2,-3,0,-1,1,-1,-1,1,1,-1
1,34,28,6,1,1,-2,6,0,-3,4,3,1,-5,0,0,1,-1,0,1,6,-1
-3,-48,-28,-12,3,3,-14,-3,-1,0,0,-6,-1,-1,0,-2,1,-1,-1,1,5,-1
0,26,20,-5,-2,2,-6,4,-3,-1,0,-2,-6,-5,0,-1,-1,-1,1,1,2,-1
-2,-14,-5,-7,0,1,1,-7,-2,-2,-1,-5,-6,-4,0,-1,-1,1,-1,-1,6,-1
1,46,17,3,1,0,0,0,2,-4,0,-7,-3,-5,0,0,1,1,0,1,5,-1
-2,-58,-19,-4,0,-2,-3,1,0,-1,0,7,-5,-4,0,-1,-1,-1,-1,-1,3,-1
-2,-58,8,-6,-3,-4,1,1,-1,0,0,114,-5,-6,0,0,1,-1,1,-1,4,-1
-2,-93,0,-4,-1,-2,-4,1,2,-2,0,-8,-4,-2,0,-1,-1,1,-1,1,1,-1
-4,-86,-7,-11,-4,4,-2,-6,-3,0,0,16,-1,-3,0,-1,1,-1,-1,1,2,-1
1,27,-23,3,5,-2,-5,4,1,-2,3,108,-1,-3,0,1,-1,1,1,1,3,-1
-3,-22,2,-9,-1,-3,-4,-2,1,-1,0,34,1,-2,0,-1,-1,-1,-1,-1,4,-1
-3,-6,-38,-3,-5,5,-2,-1,0,0,0,-9,5,-7,0,0,-1,-1,0,-1,3,-1
-4,-129,12,-8,-1,-3,-1,-2,-1,0,0,0,5,-8,0,-2,-1,-1,-1,-1,4,-1
-3,3,-8,-12,0,-8,-4,-1,1,-1,0,2,-4,-2,0,0,-1,-1,-1,1,3,-1
0,-6,8,0,0,1,1,0,-2,0,0,-23,0,-4,0,0,1,-1,0,1,6,-1
-2,45,-58,7,-3,4,2,4,0,-1,0,-11,0,-6,0,2,-1,0,1,-1,3,-1
1,11,-8,-2,0,4,0,-3,-3,-1,0,-6,3,-8,0,0,0,-1,-1,-1,0,-1
2,-19,-36,6,-2,2,1,5,0,-2,0,8,5,-6,0,-1,-1,1,1,-1,6,-1
0,-19,8,5,4,-4,0,5,0,0,0,-1,2,-6,0,-1,-1,1,-1,-1,2,-1
-3,-39,28,-4,-1,1,-3,-1,0,-3,2,-35,4,-6,0,0,-1,-1,1,1,2,-1
-3,-26,-17,-4,-5,-2,0,1,2,-3,0,-3,0,-4,0,-2,-1,-1,-1,-1,2,-1
2,15,12,5,0,1,3,1,0,-1,0,7,0,-6,0,1,1,1,1,-1,5,-1
-2,-63,-4,-2,-1,1,-2,2,-2,0,0,-7,0,-5,0,0,0,0,0,-1,0,-1
-5,-66,0,-3,-3,2,2,-3,-1,0,0,4,0,-5,0,-1,-1,1,-1,1,1,-1
-2,0,0,-8,2,-4,1,-8,1,-1,0,21,0,-3,0,0,-1,0,-1,1,1,-1
1,-13,-4,4,0,2,-3,4,1,-3,0,16,-1,-3,0,1,0,1,1,1,0,-1
-5,-104,-38,-8,-2,-5,-3,2,0,0,0,3,-5,-7,0,-1,-1,-1,-1,1,6,-1
-3,24,-21,-2,7,0,0,-7,-2,-3,0,1,0,-2,0,0,-1,-1,-1,1,1,-1
-4,-32,-7,-12,-1,-1,-2,-8,0,-1,-1,14,3,-5,0,-1,1,1,-1,-1,3,-1
-5,-59,-67,-10,2,-3,-7,-2,0,-1,-1,-16,-9,-2,0,-1,-1,1,-1,-1,1,-1
0,2,-16,-5,1,1,-4,-3,0,0,0,5,1,-4,0,1,-1,1,1,-1,2,-1
-2,-53,-8,1,-2,0,3,1,-1,0,0,1,-5,-2,0,-1,-1,-1,-1,1,2,-1
-3,-43,-28,-12,2,-4,3,-4,-9,0,-3,-5,-1,-5,0,-2,-1,-1,-1,-1,5,-1
-7,-128,-35,-9,-5,0,-1,-4,1,-1,0,0,1,-6,0,-3,-1,-1,-1,-1,2,-1
-1,25,1,2,-2,4,-2,4,-2,0,0,-22,-2,-3,0,1,1,1,1,1,6,-1
0,-37,-35,-3,1,-2,-2,0,0,0,0,7,2,-5,0,0,-1,0,0,-1,3,-1
-1,-34,-14,-2,2,-3,-4,3,0,-1,0,10,0,-6,0,0,1,0,0,-1,1,-1
-1,-15,-2,-7,-2,-5,1,0,-1,0,0,13,3,-7,0,0,1,-1,-1,1,1,-1
-1,-78,4,-3,-1,-2,0,-2,2,-2,0,-12,-4,-4,0,-2,-1,-1,-1,-1,6,-1
-9,-103,-35,-21,-2,-11,-8,1,-1,0,0,-11,2,-3,0,-3,-1,-1,-1,-1,1,-1
-1,25,6,-6,1,-1,1,-4,-3,-1,0,46,6,-10,0,-1,-1,-1,-1,-1,6,-1
-4,-43,-22,-5,2,-1,-2,1,-5,0,1,4,6,-10,0,0,0,-1,0,1,0,-1
-4,-130,8,-9,-4,0,-1,-5,1,-2,-2,-4,2,-8,0,0,-1,1,0,-1,4,-1
0,-5,-5,2,2,0,1,-1,0,-1,0,-27,6,-8,0,0,1,1,-1,1,4,-1
-2,26,4,-1,-3,0,-3,5,0,0,1,-6,0,-6,0,0,0,0,0,1,0,-1
-7,-70,-51,-11,-2,-5,1,-1,-4,-1,-1,-21,2,-4,0,-2,-1,0,-1,-1,5,-1
-4,-105,23,-11,-8,2,-2,-2,-1,-1,0,-8,-2,-3,0,-1,-1,-1,-1,-1,1,-1
2,-42,11,5,1,0,4,1,-1,-1,0,0,-3,-3,0,0,-1,-1,0,-1,3,-1
0,-36,-34,1,0,-6,7,-3,3,-4,2,10,1,-5,0,-1,1,-1,-1,1,4,-1
-5,-45,-16,-10,-2,-5,-4,2,-1,-2,1,-36,1,-5,0,0,1,1,0,1,6,-1
1,-1,28,2,1,0,-1,2,0,0,0,-2,3,-4,0,0,-1,1,1,1,5,-1
0,-47,-16,1,-1,1,4,-2,-1,0,0,-6,3,-6,0,0,-1,1,-1,1,6,-1
-1,30,-3,3,2,5,2,-5,-1,-1,0,-37,-2,-4,0,0,-1,1,1,-1,3,-1
-4,-98,-13,-4,-2,-2,1,0,-1,0,0,63,2,-4,0,-1,1,1,-1,-1,6,-1
-2,78,-24,-7,1,-1,-3,0,-4,-1,0,-27,0,-3,0,0,-1,-1,-1,1,1,-1
-3,-51,0,-8,2,-3,1,-6,-2,0,0,-7,2,-9,0,-1,1,1,-1,-1,6,-1
-4,-81,-28,-7,-5,-2,2,-4,2,-4,0,-53,-1,-5,0,-1,-1,-1,-1,1,5,-1
-2,4,-36,-5,1,1,-3,-4,0,0,-1,10,3,-7,0,-1,1,1,1,-1,6,-1
-8,-75,-45,-7,-2,-4,-2,6,-5,0,0,1,-2,-5,0,-1,-1,-1,-1,-1,1,-1
1,40,20,-4,-3,3,-2,-1,-1,0,0,-2,-1,-1,0,2,1,1,1,-1,6,-1
-3,-57,-8,-10,-2,1,-6,1,-4,-1,0,0,1,-5,0,-1,1,-1,-1,-1,4,-1
-3,-73,13,-12,-4,-7,-1,0,0,-2,0,2,-3,-5,0,-1,-1,-1,-1,-1,2,-1
0,16,8,-1,-4,-2,1,3,1,-2,1,7,0,-6,0,0,1,-1,-1,1,3,-1
1,99,-23,0,1,2,2,2,-7,-1,-1,6,0,-5,0,0,-1,-1,1,-1,1,-1
-1,-46,-17,0,-7,0,-3,8,2,-2,1,24,-4,-4,0,-2,0,1,1,-1,0,-1
2,29,-12,6,3,-2,4,1,0,0,0,11,1,-5,0,1,-1,-1,1,1,4,-1
1,44,33,-2,-4,2,5,-5,0,-1,0,8,0,-4,0,-1,1,-1,-1,-1,3,-1
-4,1,-40,-8,-5,-5,-1,3,0,0,-1,-7,-4,-5,0,-1,-1,-1,-1,-1,1,-1
0,10,6,-3,-4,3,-3,2,-1,-2,0,-106,-2,-2,0,-1,0,-1,-1,-1,0,-1
1,-3,40,1,-2,1,6,-4,0,-1,-1,19,-1,-1,0,0,1,0,0,-1,6,-1
-2,-40,-18,-3,-4,1,-2,3,-1,-1,0,-6,-4,-1,0,0,-1,-1,-1,-1,2,-1
2,-10,-27,6,5,4,2,-3,-2,0,1,2,-2,-3,0,0,0,-1,1,1,0,-1
1,-5,24,-7,-2,1,-1,-4,-1,0,0,-4,5,-9,0,-2,-1,-1,-1,-1,1,-1
-3,-62,-47,-3,-3,-1,1,0,0,0,0,0,1,-4,0,-2,-1,1,-1,-1,2,-1
-2,3,-23,-5,2,-2,0,-4,-1,-1,0,1,1,-5,0,-1,-1,-1,1,-1,2,-1
0,-17,13,4,-1,-1,1,1,4,-4,0,-4,-5,-3,0,1,1,-1,1,1,3,-1
-1,-50,30,3,-2,0,5,-1,1,-1,0,-4,-1,-7,0,-1,-1,-1,-1,-1,2,-1
-1,-66,3,-2,0,1,4,-5,-2,0,0,-21,1,-2,0,-1,-1,-1,-1,-1,4,-1
-1,-49,-25,1,-5,-4,0,7,3,-3,-2,4,5,-8,0,0,1,-1,-1,-1,5,-1
-2,24,34,-5,-1,1,0,-5,0,-1,0,-7,-5,-4,0,0,-1,1,1,1,4,-1
-4,-92,-23,-11,-7,-4,0,1,-1,0,-1,0,3,-7,0,-3,1,0,-1,-1,1,-1
0,-4,-20,4,3,0,2,0,-1,-1,0,0,0,-4,0,0,-1,-1,1,-1,4,-1
2,-14,36,5,0,5,-1,1,0,-1,0,46,1,-3,0,2,1,1,1,1,5,-1
-8,-109,-66,-12,-8,-3,-2,0,1,-2,0,11,-3,0,0,-3,-1,1,-1,-1,1,-1
2,38,34,4,11,1,-1,-5,-2,0,0,-249,-1,-2,0,1,-1,1,1,1,3,-1
0,-9,-27,0,-1,-3,-1,5,0,-1,0,0,3,-5,0,0,1,1,0,1,4,-1
0,3,32,1,-4,5,1,-1,0,-1,0,10,2,-5,0,-1,1,-1,-1,1,5,-1
-1,-3,-8,0,0,-2,-1,3,0,0,0,19,0,-5,0,0,1,-1,0,-1,5,-1
-1,-7,-8,-6,-3,-2,4,-1,-4,0,0,53,-2,-5,0,-2,1,-1,-1,1,2,-1
-3,-2,16,-3,-1,0,-4,1,1,-1,0,-2,3,-9,0,-1,0,1,-1,-1,0,-1
-1,48,15,-7,0,-3,1,-3,-2,0,0,-1,-3,-4,0,0,0,-1,1,-1,0,-1
-5,-31,8,-16,1,-5,-4,-5,-3,0,0,-3,-4,-4,0,-2,1,-1,-1,-1,6,-1
-2,-7,3,-4,-5,0,-1,3,-1,-2,-1,-8,0,-5,0,0,0,-1,0,-1,0,-1
-2,-58,23,-4,-1,1,-1,-2,-1,-1,0,3,2,-6,0,-1,1,1,-1,-1,2,-1
0,19,-6,3,0,2,-3,6,-2,-1,0,13,8,-10,0,0,-1,-1,-1,-1,2,-1
-3,-53,-32,1,0,0,-1,2,0,-1,0,1,3,-5,0,0,1,1,1,1,1,-1
-3,-66,-36,1,4,0,-3,-2,2,-2,4,2,-2,-4,0,-2,1,-1,-1,1,5,-1
2,-52,41,2,2,-1,0,1,0,-2,-3,-11,1,-4,0,1,1,1,1,-1,5,-1
-2,31,8,-2,2,-8,5,-2,1,-1,1,-8,3,-4,0,0,0,1,-1,1,0,-1
1,7,0,0,0,0,1,-1,0,-1,0,0,0,-2,0,0,1,1,1,1,1,-1
1,-5,24,1,-3,-2,0,1,5,-6,0,-2,1,-5,0,0,-1,-1,-1,-1,2,-1
-1,25,19,-2,0,-2,-3,4,-1,-1,2,4,0,-2,0,0,-1,0,1,1,3,-1
-3,6,-14,0,0,-1,2,-2,1,-1,0,-8,-3,-3,0,0,0,-1,-1,1,0,-1
-5,10,-40,-15,-1,-6,-5,2,-5,-1,0,6,3,-5,0,0,-1,-1,0,-1,4,-1
-1,-43,1,-1,1,1,-1,-1,-1,0,0,-2,-7,-3,0,-1,-1,-1,-1,1,6,-1
-1,-5,12,-1,-5,-1,1,4,0,0,0,-4,0,-8,0,-1,-1,-1,-1,1,6,-1
-4,-84,4,-9,-2,-1,-1,-4,-1,0,0,-2,3,-7,0,-1,-1,0,-1,-1,5,-1
0,1,10,-1,1,4,-3,-3,0,0,0,79,2,-5,0,0,-1,1,1,1,4,-1
-1,-6,-4,-7,2,5,-8,0,-6,-2,0,4,-3,-3,0,1,-1,-1,1,-1,4,-1
-1,-9,-53,0,3,-2,-2,2,-1,-3,0,-8,-2,-7,0,1,-1,-1,1,1,5,-1
0,30,28,0,-6,-2,2,0,6,-6,0,4,1,-7,0,-1,1,1,-1,-1,5,-1
-1,12,20,-9,-3,-4,-2,-1,1,-2,0,-9,-2,-1,0,-1,1,-1,-1,-1,1,-1
-3,52,-20,-6,-4,2,-3,0,-1,0,-1,31,-1,-7,0,0,-1,1,0,-1,2,-1
-5,-92,-12,-12,-3,-2,-2,-4,-1,0,0,-6,0,-5,0,-2,-1,1,-1,-1,1,-1
-1,-17,5,-9,-3,0,-4,-3,1,-2,0,0,2,-3,0,0,-1,-1,0,-1,4,-1
2,45,10,0,0,-2,0,1,1,-1,0,-5,-4,-1,0,-1,1,-1,-1,1,6,-1
0,55,4,1,0,3,3,-2,-3,0,0,-60,3,-5,0,0,1,1,0,1,3,-1
0,29,27,4,-2,-2,5,3,0,-2,0,59,4,-8,0,-1,1,-1,-1,1,5,-1
-3,-13,0,-9,-2,-5,-3,0,1,-1,0,-19,-2,-3,0,-1,-1,-1,-1,-1,6,-1
1,1,29,-1,-2,4,0,0,-3,0,0,-232,-1,-3,0,0,1,1,0,1,4,-1
0,23,-21,-1,4,-1,-3,-3,2,-2,0,-2,0,-2,0,2,-1,-1,1,1,1,-1
-3,16,0,-9,1,-5,1,-5,-1,0,0,7,1,-6,0,-1,-1,-1,-1,-1,1,-1
-2,-51,-14,-9,-2,-4,0,-2,-1,-1,0,-4,-1,-4,0,-1,-1,-1,-1,-1,2,-1
1,-3,8,-7,0,-5,-3,1,0,0,-2,-11,5,-9,0,1,1,1,1,-1,4,-1
-4,23,-38,-5,1,2,1,-3,-6,0,0,10,8,-13,0,0,1,1,-1,-1,2,-1
0,-11,7,-2,-2,-3,-1,3,1,-1,0,-5,-2,-4,0,-2,-1,-1,-1,1,2,-1
1,-20,2,-5,2,-1,-5,3,-4,0,0,18,4,-8,0,2,-1,1,1,-1,6,-1
1,13,3,2,-2,-1,-1,1,5,-5,2,-21,1,-4,0,0,1,-1,0,1,1,-1
-4,-25,-4,-7,-6,-1,2,1,-3,0,0,-1,-3,-2,0,-1,-1,-1,-1,-1,4,-1
-3,-54,-43,-6,3,1,-10,1,-1,-1,0,-2,-2,-5,0,-1,-1,1,-1,1,6,-1
-5,-105,-21,-13,-3,-4,1,-5,-2,-1,-1,2,0,-7,0,0,-1,1,-1,-1,2,-1
-1,-37,0,3,0,6,2,-3,-2,0,0,2,2,-6,0,1,-1,1,1,1,6,-1
-1,-23,-32,3,0,4,-6,2,3,-5,0,1,-2,-6,0,-1,-1,-1,-1,1,6,-1
-5,16,-31,-13,-2,-7,-2,-2,0,-1,-3,119,-2,-2,0,0,-1,-1,-1,-1,2,-1
-3,0,-12,-10,-3,-6,2,-1,-2,-2,0,15,-4,-4,0,-2,-1,-1,-1,1,6,-1
-2,-15,-6,-10,-6,-1,0,-2,-1,0,0,-3,-5,0,0,0,0,-1,0,-1,0,-1
1,0,2,9,0,1,6,0,2,-2,0,-10,0,-9,0,0,-1,0,1,1,4,-1
-6,-89,-5,-16,-2,0,-5,-6,-3,0,0,-3,-1,-3,0,-1,1,1,-1,-1,1,-1
0,32,-19,-4,-2,1,-1,-1,-1,0,0,-4,3,-7,0,0,-1,1,0,1,6,-1
0,36,16,0,0,2,-2,0,0,-1,2,265,1,-4,0,3,-1,1,1,-1,5,-1
2,54,23,3,0,-1,0,3,1,-1,0,2,1,-7,0,0,1,-1,1,1,1,-1
-6,-21,-23,-10,-3,0,1,-7,-1,0,0,18,0,-5,0,0,-1,-1,-1,1,3,-1
-4,-84,1,-8,-8,1,2,-2,-1,-1,-1,-55,1,-4,0,-3,1,-1,-1,-1,4,-1
-3,-59,-17,-8,-3,-1,-3,1,-2,0,0,-2,0,-5,0,0,-1,-1,0,-1,2,-1
1,21,-17,1,1,4,-1,-4,1,-1,0,3,-2,-4,0,-1,1,-1,-1,1,5,-1
-2,4,-24,-5,-3,-1,0,-1,0,-1,-1,-23,3,-6,0,1,1,1,1,-1,6,-1
0,2,8,3,2,-4,4,1,0,-1,0,11,1,-6,0,0,1,1,0,1,2,-1
-3,-8,-9,-9,1,-1,-4,-4,-1,-2,1,-9,-2,-5,0,-1,1,-1,-1,-1,5,-1
0,-17,-21,2,3,-1,1,-3,2,-3,0,-33,0,-4,0,-1,-1,1,1,1,4,-1
0,30,2,2,0,-1,2,-1,2,-3,0,46,6,-9,0,0,1,-1,0,-1,1,-1
-2,-48,-43,-9,1,-2,-7,-2,1,-1,0,0,1,-6,0,0,-1,1,-1,1,4,-1
0,81,-7,6,-2,-2,2,8,0,0,0,-7,-3,-2,0,1,0,-1,1,1,0,-1
0,-43,7,-3,3,-2,-2,-2,0,0,1,9,7,-8,0,1,-1,1,1,1,4,-1
-4,-22,0,-11,0,1,-6,-2,-4,0,0,108,-1,-6,0,0,0,-1,-1,-1,0,-1
0,-20,19,0,-1,2,0,1,-2,-3,-2,7,7,-9,0,-1,1,1,-1,-1,3,-1
2,-73,8,-3,0,-2,-4,0,3,-3,0,-19,0,-2,0,-1,1,-1,-1,-1,1,-1
-2,-22,16,-8,2,-9,-1,2,-2,-1,0,6,2,-7,0,0,-1,1,0,1,3,-1
1,17,-28,5,3,2,2,-1,-1,-1,0,267,-2,-1,0,0,1,-1,-1,1,2,-1
-5,-83,-20,-14,-2,-4,-2,-3,-3,0,0,-4,-2,-2,0,-2,-1,0,-1,-1,6,-1
-7,-82,-12,-16,-3,-3,-6,-4,0,-1,0,12,-3,-5,0,-2,-1,-1,-1,1,6,-1
0,36,-16,-1,1,0,0,-2,0,0,0,20,0,-2,0,0,-1,-1,0,1,6,-1
-2,-25,50,-4,-6,3,1,-5,3,-4,0,9,-1,-6,0,-1,1,-1,-1,-1,2,-1
-7,-130,-4,-9,-1,-5,0,-2,-1,0,0,-136,1,-2,0,0,0,1,0,-1,0,-1
0,4,5,2,4,-3,3,-1,-1,-1,0,-11,3,-6,0,0,-1,-1,0,1,5,-1
0,-5,32,-4,-3,0,-2,1,0,-2,0,-191,3,-5,0,1,1,-1,1,-1,1,-1
-2,-25,12,-8,-2,-1,4,-11,2,-5,-2,-12,-6,0,0,-1,-1,0,-1,-1,3,-1
1,-2,-20,0,-3,-1,0,3,1,-2,1,4,-1,-3,0,-1,1,-1,-1,1,3,-1
0,16,12,-4,2,-2,0,-1,-3,-2,2,360,2,-5,0,0,-1,1,0,1,2,-1
3,38,-9,6,5,2,-5,4,0,0,1,1,-1,-5,0,1,1,1,1,1,1,-1
-3,-37,-24,-4,-2,-1,-3,2,0,0,0,-6,0,-5,0,-2,1,-1,-1,-1,5,-1
-7,-51,-25,-11,-2,2,-1,-5,-5,0,0,-3,-1,-2,0,-4,-1,-1,-1,-1,5,-1
-6,-74,-32,-11,0,-4,-1,-6,0,0,0,-109,2,-5,0,-1,1,-1,-1,-1,5,-1
-1,-27,20,-7,3,-5,-3,-2,0,0,0,-19,-5,-3,0,0,-1,0,0,-1,6,-1
-2,-38,-14,1,1,0,3,2,-5,0,0,-51,1,-3,0,-2,1,-1,-1,-1,6,-1
-2,-30,-19,-2,1,4,-2,-5,0,-1,0,-4,-3,-3,0,0,-1,1,0,-1,6,-1
0,3,-4,-1,-1,-1,0,0,1,-1,0,-7,-3,-4,0,-1,1,-1,-1,-1,2,-1
0,-89,-30,5,1,3,-2,6,-3,0,-1,-3,-1,-7,0,-1,1,-1,-1,-1,5,-1
-1,22,-12,-3,-3,0,-4,4,0,-2,0,-6,-2,-3,0,-1,-1,1,1,-1,4,-1
1,32,-4,3,0,1,0,-1,3,-3,0,3,-1,-2,0,1,-1,-1,1,1,1,-1
1,-46,56,-6,-1,2,-2,-6,1,-1,0,-16,-5,-3,0,-2,-1,1,-1,-1,6,-1
0,-3,20,2,0,0,2,-1,1,-2,0,-6,-4,-6,0,-1,1,-1,-1,-1,6,-1
-1,-59,9,2,-2,0,3,-1,2,-2,0,26,5,-9,0,-1,1,1,-1,-1,1,-1
-1,2,-48,-5,4,1,0,-7,-3,-1,0,8,5,-7,0,2,-1,1,1,-1,6,-1
-2,-23,-42,-8,-4,1,-2,0,-3,0,-1,3,0,-2,0,-3,-1,0,-1,-1,2,-1
1,-5,-4,5,1,2,0,3,-1,0,0,-31,3,-5,0,0,1,1,0,-1,5,-1
-4,-89,-12,-7,-2,1,-1,-2,-3,-1,0,30,3,-4,0,0,0,-1,0,1,0,-1
0,-9,16,6,1,5,0,0,0,-1,0,0,-2,-5,0,0,1,-1,0,1,3,-1
2,-45,-11,0,-1,-1,1,1,0,-2,0,1,2,-4,0,-1,0,-1,-1,-1,0,-1
-2,-78,-6,-4,4,0,-8,0,0,0,-4,4,-6,-4,0,-1,-1,0,-1,-1,3,-1
-2,-100,-9,-4,0,-5,-2,0,3,-3,0,10,-2,-7,0,-1,1,-1,-1,1,6,-1
-4,-15,-16,-7,-3,-1,-3,0,0,0,0,-3,-3,-3,0,0,-1,-1,-1,-1,3,-1
0,30,-33,4,1,9,-3,-2,-1,-1,0,21,-2,-4,0,0,-1,1,0,-1,3,-1
-1,49,-4,0,1,0,3,-1,-3,-2,0,-209,0,-3,0,2,-1,1,-1,-1,5,-1
-3,8,3,-5,-4,-3,3,0,-1,-1,-1,-16,-2,-3,0,0,-1,-1,0,-1,1,-1
-2,-3,-19,-2,0,2,-4,-3,3,-3,0,3,2,-9,0,1,-1,1,-1,1,5,-1
0,-24,-14,0,-3,2,3,-3,1,-4,0,-9,-5,-1,0,0,-1,-1,0,-1,1,-1
2,77,31,7,2,0,5,-1,1,-2,0,-48,-3,-4,0,1,-1,1,1,1,2,-1
-4,-46,-24,-7,-3,-1,0,-4,1,-1,0,-1,-2,-2,0,-2,-1,-1,-1,-1,5,-1
-3,-21,-37,-5,0,1,0,-5,-1,-2,0,-19,2,-6,0,0,-1,-1,-1,-1,2,-1
4,114,13,13,1,1,2,8,1,-1,1,4,5,-9,0,1,-1,0,1,1,3,-1
2,62,12,3,-4,3,1,2,1,-2,0,4,-1,-4,0,0,1,-1,1,-1,1,-1
-2,-41,-9,-5,-2,1,-2,-3,1,-2,0,2,-1,-6,0,-1,-1,0,-1,1,1,-1
1,1,10,-5,1,1,-4,-2,-1,-1,0,8,0,-7,0,1,-1,1,1,1,2,-1
3,-3,13,6,-1,3,7,-2,-1,0,0,2,1,-5,0,0,0,0,-1,-1,0,-1
0,3,13,3,3,2,-3,2,-1,-1,0,7,-5,-4,0,0,0,1,0,1,0,-1
-4,-38,10,-3,-2,2,-4,0,1,-1,1,8,2,-5,0,0,-1,1,0,1,2,-1
-2,-36,-23,-6,-1,-5,-2,-1,3,-3,0,39,0,-3,0,-1,-1,1,-1,-1,1,-1
-3,-50,-11,-2,-3,-2,0,2,1,-4,1,-2,1,-4,0,0,-1,0,0,1,6,-1
-7,-99,-13,-11,-3,-2,-2,-3,-1,0,-1,-253,0,-3,0,-6,-1,-1,-1,-1,1,-1
-4,-47,0,-4,-3,-3,0,1,1,-1,0,-9,1,-5,0,-1,1,-1,-1,-1,4,-1
1,2,-7,-2,-2,0,1,-1,0,-1,0,23,0,-6,0,-1,-1,1,-1,-1,2,-1
-4,-1,-23,-12,-3,-1,-3,-4,-1,-1,0,19,-4,-1,0,-1,-1,-1,-1,-1,5,-1
-7,-80,-55,-15,-4,-3,-5,-2,-1,0,0,-8,3,-5,0,-1,-1,1,-1,-1,5,-1
-4,-55,8,-10,-4,-5,0,-2,1,-1,1,-4,-5,-4,0,-1,-1,-1,-1,1,4,-1
-2,47,8,2,2,2,2,-4,0,-1,0,12,7,-10,0,0,-1,1,1,1,4,-1
0,-21,12,-6,0,0,-1,-4,-1,-1,0,-1,0,-6,0,0,-1,0,-1,-1,1,-1
-1,-58,-5,-2,0,-1,-1,-1,1,-1,0,-214,-1,-5,0,-1,-1,1,-1,1,2,-1
-4,-53,-17,-2,4,2,-3,2,-7,0,0,-5,3,-9,0,-1,-1,1,-1,-1,6,-1
0,24,4,-6,1,-4,1,-3,-1,0,0,51,2,-3,0,0,1,-1,0,-1,3,-1
-3,8,-28,-9,3,-2,-1,-10,1,-2,0,-6,3,-7,0,0,0,-1,-1,-1,0,-1
1,-48,40,-2,3,2,-4,-5,2,-2,1,-90,6,-13,0,0,1,1,0,1,6,-1
-1,-19,-20,-4,4,-7,-1,0,0,0,0,13,-2,-2,0,-1,-1,0,-1,-1,5,-1
-3,-45,0,-18,-3,-1,1,-12,-3,0,-1,0,-5,-2,0,-3,1,-1,-1,-1,3,-1
-2,-29,23,-7,-1,-2,0,-4,0,-1,0,7,3,-10,0,-1,-1,1,-1,-1,2,-1
-3,-88,42,-4,0,0,-2,-2,0,-1,2,1,1,-4,0,-1,1,-1,-1,1,1,-1
-2,-64,-32,2,6,-4,0,0,0,0,-1,5,-1,-4,0,1,-1,1,1,-1,4,-1
-1,4,24,-4,-2,1,0,-2,-1,-2,-2,90,-5,-3,0,-1,-1,-1,-1,-1,4,-1
-6,2,12,-13,1,-6,2,-10,0,0,0,-2,-7,-4,0,-1,-1,-1,-1,1,2,-1
-2,2,-20,-4,1,-8,1,1,1,-2,0,-3,-1,-4,0,-1,-1,1,-1,-1,6,-1
