420,KR_6790213174,1,1,0,1,4,0,0,0,0,5,5,3,5,2,8,2,1,3,2,1,0,2,1,2,1,1,3,5,3,4,5,8,18,12,19,42,10,0,2,5,13,11,9,10,9,8,10,8,10,8,8,103,5,96,92,18,70,4,102,90,16,0,92,0,4,0,0,68,0,0,0,5963,6762,5028,7664,5659,4078,5352,5256,5091,3758,18,5,0,0,0,1,225,59
420,KR_6747251823,-1,-1,1,1,5,0,0,0,0,5,2,2,4,1,3,2,0,3,7,3,1,1,1,6,4,2,2,2,2,4,2,1,10,11,9,31,0,55,11,15,33,11,9,10,8,8,11,8,11,8,8,112,15,91,103,5,123,2,89,115,33,0,66,0,0,0,0,56,0,0,0,5542,6860,4474,5390,4219,4833,5440,6316,6037,4115,3,4,0,0,1,0,23,24
440,KR_6776134083,-1,-1,1,0,1,0,0,0,0,8,5,0,7,3,1,1,3,1,1,0,0,3,2,0,0,0,0,5,2,2,3,1,1,26,13,42,0,1,1,10,11,10,9,11,9,7,11,8,9,9,8,97,4,104,100,20,113,3,79,123,9,0,84,0,0,0,0,64,0,0,0,4384,6786,6132,5386,3889,5581,4246,4746,5272,3548,5,7,0,0,0,0,30,29
440,KR_6693583553,1,1,-1,-1,4,1,1,0,0,1,6,1,6,5,3,0,0,6,3,0,7,5,5,2,2,2,4,4,1,4,2,4,26,23,31,39,16,21,17,28,0,9,9,11,9,8,10,9,10,9,8,78,0,86,117,25,91,15,77,109,18,0,105,0,0,0,0,73,4,0,0,4105,7276,5816,7300,3957,5035,8944,5592,5988,5505,1,1,0,0,1,2,19,45
420,KR_6774991110,1,1,1,1,2,0,0,0,0,2,10,5,0,4,2,2,2,4,0,2,1,1,2,1,1,4,4,4,2,0,3,1,22,0,9,7,0,6,9,19,23,11,8,11,9,7,10,8,11,9,7,102,14,119,82,12,85,7,83,103,15,0,70,5,0,0,0,60,0,0,0,6744,4991,6566,4650,4293,4341,5284,3693,5573,4177,6,9,0,0,1,0,33,36
420,KR_6505078150,-1,-1,-1,1,4,0,0,0,0,9,7,4,4,0,7,0,2,3,1,2,0,1,1,2,1,3,4,1,1,5,4,1,12,12,8,72,0,1,6,0,20,12,8,10,9,7,10,9,10,8,8,143,7,102,93,19,83,14,107,89,28,0,67,0,0,0,0,76,4,0,0,8338,5463,4401,6898,4328,5383,5817,5067,4683,3576,8,36,0,0,1,0,75,24
420,KR_6612840944,1,1,-1,-1,5,0,0,0,0,1,1,0,1,2,4,2,2,0,3,3,1,1,2,1,5,2,0,1,2,4,2,0,0,0,12,19,10,8,6,12,44,10,9,11,9,7,9,11,9,8,8,92,0,122,93,21,4,108,55,76,16,0,76,0,0,0,60,0,0,0,0,4219,4235,6285,5986,4575,5460,4839,4314,5046,3698,1,0,0,0,0,1,37,16
420,KR_6697852848,-1,1,-1,1,3,0,0,1,1,1,3,8,0,1,6,1,2,2,4,1,1,3,3,2,1,1,6,4,2,2,3,0,16,6,4,25,0,20,0,15,10,12,8,10,9,8,10,9,10,8,7,121,14,69,109,21,73,6,118,86,1,4,66,1,0,0,0,72,0,0,0,9085,4495,4144,6704,4247,4638,5823,6773,4454,3203,2,3,0,0,2,1,47,19
420,KR_6752166562,-1,-1,1,-1,5,0,0,1,1,3,3,1,6,0,1,3,2,2,2,7,5,3,3,1,5,6,2,1,0,4,4,5,23,0,34,42,27,17,11,24,33,10,9,10,8,7,11,8,11,9,8,116,4,96,65,18,98,1,112,100,8,0,76,0,0,0,8,80,0,0,0,5274,6858,4106,4556,4938,6217,5057,5110,7423,5789,4,2,0,0,0,1,28,142
420,KR_6788497781,-1,0,1,1,0,0,0,0,0,3,5,1,2,1,1,2,1,0,3,1,2,1,2,2,1,1,1,2,2,1,1,0,0,5,15,22,0,27,0,11,4,11,8,10,7,8,10,7,10,8,8,127,0,91,69,13,75,5,101,91,5,0,64,0,0,0,0,56,0,0,0,5963,4710,4626,4326,4355,4430,4265,5091,4528,4185,5,18,0,0,1,0,47,25
